Defined Configuration:----------------------
Number of components: 1 
Equation of State:    CPA+RG 
Mixing Rule:          VdW1f 
Components:           Methanol 
Feed Composition:     [0.5, 0.5] 
Association Rule:     2B 
Combining Rule:       CR-1 
============================================
P(MPa);rho(mol/m3);Cv_res;Cp_res;alfa;uJT;w;lnkT;inv_kT;kT;d2AdT2;dAdT;dPdrho;dPdT;Cv;Cp
7.6e-08;1e-06;-2e-09;0.002559016;0.033657757;7.2e-08;2374.6615036;19.335424981;4e-09;249613675.151;0.0;-0.000114668;0.004006191;0.0;5.8218e-05;0.00262555
0.12932381;32.280973594;7.07e-07;7.012e-06;0.00152253;-0.022034508;433.478578053;1.859735956;0.15571374;6.422040845;-1e-09;2.8965e-05;0.0048237;0.000237079;5.8927e-05;7.3546e-05
0.311427552;64.561947188;1.409e-06;1.0572e-05;0.001827817;0.009619644;443.065839047;1.158263821;0.314030922;3.184399786;-2e-09;3.486e-05;0.004864025;0.000573991;5.9629e-05;7.7106e-05
0.443354732;96.842920782;2.084e-06;1.1593e-05;0.001963571;0.0454;420.553879944;0.858991142;0.423589208;2.360777801;-4e-09;3.835e-05;0.004373982;0.000831748;6.0304e-05;7.8127e-05
0.593820357;129.123894377;2.747e-06;1.2447e-05;0.001948161;0.057646987;428.114426179;0.535617357;0.585307834;1.708502674;-5e-09;4.0863e-05;0.004532917;0.001140274;6.0966e-05;7.8982e-05
0.736008649;161.404867971;3.397e-06;1.3511e-05;0.002011145;0.095922214;424.048992135;0.334331753;0.715816269;1.397006528;-6e-09;4.2841e-05;0.004434911;0.00143961;6.1616e-05;8.0045e-05
0.880146865;193.685841565;4.032e-06;1.4479e-05;0.002049325;0.132901752;423.313658853;0.157245674;0.854494106;1.170283087;-7e-09;4.4479e-05;0.004411753;0.001751137;6.2252e-05;8.1014e-05
1.020840018;225.966815159;4.654e-06;1.5529e-05;0.002106683;0.184494139;420.754831981;0.018156538;0.982007299;1.01832237;-8e-09;4.5881e-05;0.004345803;0.002068778;6.2874e-05;8.2063e-05
1.160720379;258.247788753;5.263e-06;1.6506e-05;0.00215129;0.237016305;419.396016598;-0.106713525;1.112615473;0.898783115;-9e-09;4.7111e-05;0.004308325;0.002393558;6.3482e-05;8.304e-05
1.298993886;290.528762347;5.859e-06;1.7494e-05;0.002200166;0.297965704;417.70055891;-0.213903159;1.238502711;0.807426573;-1e-08;4.8209e-05;0.004262926;0.002724911;6.4078e-05;8.4029e-05
1.435943204;322.809735942;6.443e-06;1.8467e-05;0.002247721;0.364362778;416.154843893;-0.309404445;1.362613361;0.733883895;-1.1e-08;4.9203e-05;0.004221104;0.003062775;6.4662e-05;8.5002e-05
1.571516559;355.090709536;7.014e-06;1.9435e-05;0.002295801;0.437049217;414.602600531;-0.394731828;1.483986174;0.673860726;-1.2e-08;5.0112e-05;0.004179175;0.003406937;6.5234e-05;8.5969e-05
1.705758872;387.37168313;7.575e-06;2.0394e-05;0.002343883;0.515559172;413.085944747;-0.4718748;1.602996676;0.623831612;-1.3e-08;5.0951e-05;0.004138136;0.003757237;6.5795e-05;8.6928e-05
1.838682671;419.652656724;8.124e-06;2.1346e-05;0.002392179;0.599877583;411.587866767;-0.54207149;1.719565238;0.581542345;-1.4e-08;5.1732e-05;0.004097592;0.004113508;6.6344e-05;8.788e-05
1.97030737;451.933630318;8.663e-06;2.2292e-05;0.002440664;0.689847481;410.11008477;-0.606368403;1.833759815;0.545327688;-1.5e-08;5.2462e-05;0.004057587;0.004475592;6.6883e-05;8.8826e-05
2.100648359;484.214603912;9.191e-06;2.3231e-05;0.002489379;0.785363028;408.649534043;-0.665570284;1.945599749;0.513980329;-1.6e-08;5.3148e-05;0.004018053;0.004843335;6.7411e-05;8.9765e-05
2.22972067;516.495577507;9.709e-06;2.4165e-05;0.002538339;0.886306873;407.205104241;-0.720333794;2.055119083;0.486589808;-1.7e-08;5.3797e-05;0.003978967;0.005216589;6.7929e-05;9.0699e-05
2.357538245;548.776551101;1.0217e-05;2.5093e-05;0.002587565;0.992569596;405.775520171;-0.771194079;2.162346725;0.462460524;-1.8e-08;5.4412e-05;0.003940305;0.005595212;6.8437e-05;9.1627e-05
2.484114402;581.057524695;1.0716e-05;2.6016e-05;0.002637071;1.10404325;404.359866838;-0.818595373;2.26731287;0.441050732;-1.9e-08;5.4998e-05;0.003902045;0.005979066;6.8935e-05;9.255e-05
2.609461897;613.338498289;1.1205e-05;2.6934e-05;0.002686874;1.220623027;402.957375762;-0.862909891;2.370047249;0.421932517;-2e-08;5.5557e-05;0.003864175;0.006368017;6.9424e-05;9.3469e-05
2.73359306;645.619471883;1.1684e-05;2.7848e-05;0.002736984;1.342206477;401.567441396;-0.904452883;2.470579857;0.404763277;-2.1e-08;5.6091e-05;0.003826681;0.006761938;6.9904e-05;9.4382e-05
2.856519882;677.900445477;1.2155e-05;2.8757e-05;0.002787415;1.468693533;400.18958093;-0.943493703;2.568940874;0.389265479;-2.2e-08;5.6605e-05;0.003789555;0.007160704;7.0375e-05;9.5292e-05
2.978254095;710.181419072;1.2618e-05;2.9663e-05;0.002838176;1.599986383;398.823415572;-0.980264378;2.665160759;0.375211888;-2.2e-08;5.7098e-05;0.003752789;0.007564195;7.0837e-05;9.6197e-05
3.098807224;742.462392666;1.3071e-05;3.0565e-05;0.002889277;1.735989325;397.468652838;-1.014966258;2.759270293;0.362414658;-2.3e-08;5.7573e-05;0.003716377;0.007972297;7.1291e-05;9.7099e-05
3.218190643;774.74336626;1.3517e-05;3.1463e-05;0.002940728;1.876609097;396.125061255;-1.047775157;2.851300361;0.350717172;-2.4e-08;5.8032e-05;0.003680316;0.0083849;7.1737e-05;9.7997e-05
3.336415588;807.024339854;1.3954e-05;3.2358e-05;0.002992536;2.02175334;394.7924934;-1.078845795;2.941282747;0.339987715;-2.5e-08;5.8476e-05;0.003644602;0.008801894;7.2174e-05;9.8892e-05
3.453493262;839.305313448;1.4384e-05;3.325e-05;0.003044711;2.171336598;393.470728906;-1.108313975;3.029246702;0.330115074;-2.6e-08;5.8905e-05;0.003609231;0.009223182;7.2604e-05;9.9784e-05
3.569434565;871.586287042;1.4806e-05;3.4139e-05;0.003097249;2.325256411;392.16003477;-1.136303786;3.115232492;0.321003329;-2.6e-08;5.9321e-05;0.00357421;0.009648652;7.3026e-05;0.000100673
3.684251225;903.867260637;1.522e-05;3.5026e-05;0.003150206;2.483487857;390.858926044;-1.16291223;3.199236637;0.312574565;-2.7e-08;5.9725e-05;0.003539498;0.010078254;7.344e-05;0.00010156
3.797951467;936.148234231;1.5627e-05;3.5909e-05;0.003203396;2.645709979;389.57287574;-1.188279631;3.281431077;0.304745087;-2.8e-08;6.0118e-05;0.003505247;0.010511725;7.3847e-05;0.000102444
3.910556816;968.429207825;1.6027e-05;3.6796e-05;0.003257575;2.812778839;388.280318227;-1.212323817;3.3612866;0.297505128;-2.8e-08;6.05e-05;0.003470865;0.010949643;7.4247e-05;0.00010333
