 Defined Configuration:----------------------
Number of components: 1 
Equation of State:    CPA+RG 
Mixing Rule:          VdW1f 
Components:           Methanol 
Feed Composition:     [0.5, 0.5] 
Association Rule:     2B 
Combining Rule:       CR-1 
============================================
T;rhov;rhol;P

300.0;-4.609692261;24587.9722068;0.000693509
312.29629095;14.74842921;24218.3683297;0.007320603
324.3981009;32.690620071;23841.5995541;0.036233234
336.302555367;50.200632567;23455.9574068;0.084042458
348.005433754;68.312481155;23059.6599425;0.148834425
359.501107485;88.704343445;22650.9735384;0.230043822
370.782242082;117.328203201;22228.1033497;0.329558179
381.837629655;179.410967583;21790.2124577;0.462589715
392.6430304;239.83631645;21336.5479845;0.635322305
403.191386234;322.474946147;20865.3265488;0.849124838
413.462812036;421.820738491;20375.5224543;1.109053861
423.439662894;542.402012728;19865.8436688;1.417942749
433.101383722;686.343404577;19335.0271493;1.77756405
442.425725594;856.286742021;18781.6920249;2.188274929
451.388428235;1055.09061859;18204.3029197;2.648847137
459.963034386;1286.28698788;17600.9739153;3.156367809
468.12037785;1554.35387666;16969.3276305;3.706158017
475.827864727;1865.17050887;16306.1028263;4.291676144
483.048330885;2226.9494067;15606.5379994;4.904366359
489.738125182;2651.62063573;14863.1318869;5.53338376
495.843880807;3157.83448412;14062.9266283;6.165096041
501.296426879;3778.48696954;13180.4322532;6.782121784
505.997399521;4586.7631815;12153.4983811;7.361269301
509.780767121;5863.08040719;10741.8239655;7.867981506
511.000453011;7020.71904771;9650.85907163;8.042870905
511.000453011;7020.71903471;9650.85905708;8.042870906
511.305374483;7990.24728707;8805.95965632;8.088285717
511.305374483;7990.24725122;8805.95983566;8.088285717
511.305374483;7990.24725122;8805.95983566;8.088285717
511.305374483;7990.24725122;8805.95983566;8.088285717
511.324432075;8405.2617987;8405.2617987;8.091163713
