Defined Configuration:----------------------
Number of components: 1 
Equation of State:    CPA+RG 
Mixing Rule:          VdW1f 
Components:           Methanol 
Feed Composition:     [0.3, 0.7] 
Association Rule:     2B 
Combining Rule:       CR-1 
============================================
P(MPa);rho(mol/m3);Cv_res;Cp_res;alfa;uJT;w;lnkT;inv_kT;kT;d2AdT2;dAdT;dPdrho;dPdT;Cv;Cp
7.8e-08;1e-06;-0.000333586;1094.70016556;27.422732289;3.9917e-05;3857.37564093;19.679514914;3e-09;352131383.977;6.51e-07;0.004261084;0.002839849;7.8e-08;5.4593e-05;0.009164754
0.229182811;80.702433985;0.898881088;2.275091756;0.82898243;133.660475189;400.930353116;1.154280612;0.315284267;3.171740883;-0.001753572;0.004542465;0.00390675;0.261365118;6.207e-05;8.1827e-05
0.630568608;161.404867971;1.721398237;4.117799633;1.017626522;379.36251283;445.692863439;0.316557656;0.728652999;1.372395367;-0.003358171;0.004826903;0.004514443;0.741496617;6.8909e-05;9.7148e-05
0.95783581;242.107301956;2.468796783;5.655767346;1.260653082;611.107714682;422.707904202;0.054303803;0.947144318;1.05580531;-0.004816225;0.005081949;0.003912085;1.194020404;7.5123e-05;0.000109935
1.261998153;322.809735942;3.156000324;6.887571841;1.403663639;856.981276169;414.051253891;-0.176225339;1.192706791;0.838429032;-0.006156848;0.005330173;0.003694767;1.674159155;8.0837e-05;0.000120177
1.554189205;403.512169927;3.787787366;8.00018673;1.521497044;1115.72678852;408.128349221;-0.359353745;1.432403417;0.698127349;-0.007389363;0.005569027;0.003549839;2.179397565;8.609e-05;0.000129428
1.83495952;484.214603912;4.37028724;9.06817233;1.638357789;1386.80081591;402.59630752;-0.502756034;1.65327147;0.604861342;-0.008525726;0.00579907;0.003414336;2.70865019;9.0933e-05;0.000138308
2.105279695;564.917037898;4.909194477;10.099258092;1.754597598;1669.15507602;397.512274676;-0.619449942;1.857905804;0.53824042;-0.009577047;0.006020985;0.003288812;3.259877062;9.5413e-05;0.00014688
2.36578975;645.619471883;5.409139375;11.102395898;1.871774384;1961.69279849;392.737082073;-0.716223173;2.046688605;0.488594111;-0.010552359;0.006235332;0.003170116;3.830939304;9.957e-05;0.000155221
2.616951847;726.321905869;5.873969038;12.084074367;1.990857413;2263.40452161;388.189366452;-0.797544543;2.220082912;0.450433628;-0.011459167;0.006442595;0.00305661;4.419868522;0.000103435;0.000163383
2.859141508;807.024339854;6.306977272;13.049366787;2.11248727;2573.38712546;383.822771773;-0.866540296;2.378667117;0.420403508;-0.012303896;0.006643202;0.002947454;5.024904004;0.000107035;0.000171409
3.09268527;887.726773839;6.711041092;14.002645874;2.237170315;2890.84306869;379.607871161;-0.925468221;2.523049329;0.396345798;-0.01309216;0.00683754;0.002842146;5.644491061;0.000110395;0.000179335
3.31787775;968.429207825;7.088705166;14.947914624;2.365359947;3215.07545918;375.524654316;-0.976005179;2.653833449;0.376813398;-0.013828922;0.007025968;0.002740348;6.277271347;0.000113535;0.000187194
3.534990845;1049.13164181;7.442236259;15.888947607;2.497487969;3545.47857363;371.559055652;-1.019428627;2.771610688;0.360801033;-0.014518604;0.007208815;0.002641814;6.922064347;0.000116474;0.000195019
3.744279394;1129.8340758;7.77366042;16.829349717;2.633976998;3881.52535542;367.700985403;-1.056733722;2.876958679;0.347589281;-0.015165159;0.007386391;0.002546355;7.577842985;0.00011923;0.000202838
