Defined Configuration:----------------------
Number of components: 1 
Equation of State:    CPA+RG 
Mixing Rule:          VdW1f 
Components:           Methanol 
Feed Composition:     [0.5, 0.5] 
Association Rule:     2B 
Combining Rule:       CR-1 
============================================
P(MPa);rho(mol/m3);Cv_res;Cp_res;alfa;uJT;w;lnkT;inv_kT;kT;d2AdT2;dAdT;dPdrho;dPdT;Cv;Cp
7e-08;1e-06;-2e-09;0.002567361;0.036782871;6.6e-08;2339.89498605;19.424386615;4e-09;272837412.008;0.0;-0.00011465;0.003665187;0.0;5.4963e-05;0.002630641
0.118315855;32.280973594;1.324e-06;7.802e-06;0.001684449;-0.018209243;416.896407768;1.949450749;0.142352237;7.024828126;-3e-09;2.9045e-05;0.004409788;0.000239785;5.629e-05;7.1082e-05
0.28470454;64.561947188;2.611e-06;1.218e-05;0.002042038;0.016373561;425.809648506;1.251164302;0.286171413;3.494409137;-5e-09;3.5022e-05;0.004432509;0.000584373;5.7576e-05;7.546e-05
0.404487268;96.842920782;3.84e-06;1.4016e-05;0.002227898;0.05884589;403.068357327;0.958393275;0.383508584;2.607503565;-7e-09;3.8591e-05;0.00396011;0.000854418;5.8805e-05;7.7296e-05
0.540376929;129.123894377;5.028e-06;1.56e-05;0.002235338;0.083004239;409.523917972;0.639215218;0.527706396;1.89499314;-1e-08;4.1182e-05;0.004086822;0.001179602;5.9993e-05;7.888e-05
0.668340466;161.404867971;6.177e-06;1.7389e-05;0.002331396;0.13314006;405.062841814;0.441435728;0.643112423;1.554938085;-1.2e-08;4.3235e-05;0.003984467;0.00149935;6.1142e-05;8.0669e-05
0.797621899;193.685841565;7.286e-06;1.9058e-05;0.002400495;0.185573482;403.614784874;0.268781353;0.764310352;1.308369038;-1.4e-08;4.4945e-05;0.003946134;0.001834723;6.2251e-05;8.2338e-05
0.923110583;225.966815159;8.357e-06;2.0805e-05;0.002492988;0.254121132;400.425839839;0.134428625;0.874215274;1.143883012;-1.6e-08;4.6418e-05;0.003868777;0.002179408;6.3322e-05;8.4085e-05
1.047397691;258.247788753;9.392e-06;2.2443e-05;0.002568936;0.325528063;398.490368359;0.013658931;0.986433929;1.013752641;-1.8e-08;4.7717e-05;0.003819719;0.002534086;6.4358e-05;8.5723e-05
1.169719065;290.528762347;1.0394e-05;2.4082e-05;0.002650533;0.40699947;396.228569673;-0.089246946;1.093350622;0.914619684;-2e-08;4.8882e-05;0.003763313;0.002897962;6.5359e-05;8.7361e-05
1.290364496;322.809735942;1.1363e-05;2.5686e-05;0.002730425;0.495459297;394.139098379;-0.180556677;1.197884012;0.834805365;-2.2e-08;4.9941e-05;0.003710805;0.003270733;6.6328e-05;8.8965e-05
1.409295868;355.090709536;1.2301e-05;2.7269e-05;0.002811096;0.591592862;392.059603011;-0.261691676;1.299125929;0.769748319;-2.4e-08;5.0914e-05;0.003658575;0.003651968;6.7266e-05;9.0549e-05
1.52656921;387.37168313;1.321e-05;2.883e-05;0.002891861;0.694812287;390.031992781;-0.334666685;1.397474508;0.715576559;-2.6e-08;5.1816e-05;0.00360758;0.004041301;6.8175e-05;9.2109e-05
1.642208286;419.652656724;1.4091e-05;3.037e-05;0.002973028;0.804981589;388.037369143;-0.400707168;1.492880042;0.669846185;-2.7e-08;5.2656e-05;0.003557418;0.004438374;6.9056e-05;9.365e-05
1.756243063;451.933630318;1.4945e-05;3.1891e-05;0.003054587;0.92183448;386.076300187;-0.460859174;1.585435564;0.630741496;-2.9e-08;5.3445e-05;0.003508116;0.004842851;6.991e-05;9.5171e-05
1.868699081;484.214603912;1.5773e-05;3.3395e-05;0.003136619;1.045163021;384.144557284;-0.515923594;1.675184978;0.596949001;-3e-08;5.4189e-05;0.003459592;0.005254416;7.0738e-05;9.6675e-05
1.97960106;516.495577507;1.6577e-05;3.4882e-05;0.003219168;1.174755549;382.240054073;-0.566554621;1.762185185;0.567477249;-3.2e-08;5.4894e-05;0.003411811;0.00567277;7.1542e-05;9.8162e-05
2.088972229;548.776551101;1.7357e-05;3.6354e-05;0.003302288;1.310415193;380.360634577;-0.613284763;1.846486719;0.541569018;-3.4e-08;5.5563e-05;0.003364733;0.006097631;7.2323e-05;9.9634e-05
2.196834792;581.057524695;1.8115e-05;3.7812e-05;0.003386025;1.451953037;378.504599228;-0.656555856;1.928140093;0.518634514;-3.5e-08;5.6202e-05;0.003318329;0.00652873;7.308e-05;0.000101092
2.303210017;613.338498289;1.8851e-05;3.9257e-05;0.003470424;1.599189311;376.670469426;-0.696737777;2.007194101;0.498207921;-3.6e-08;5.6813e-05;0.003272572;0.006965815;7.3816e-05;0.000102537
2.408118381;645.619471883;1.9566e-05;4.069e-05;0.00355553;1.751952117;374.856996549;-0.734143543;2.083696631;0.479916311;-3.8e-08;5.7398e-05;0.003227438;0.007408646;7.4532e-05;0.00010397
2.51157968;677.900445477;2.0262e-05;4.2112e-05;0.003641386;1.910077403;373.063104225;-0.769040275;2.157694466;0.463457647;-3.9e-08;5.7961e-05;0.003182908;0.007856997;7.5227e-05;0.000105392
2.613613092;710.181419072;2.0938e-05;4.3524e-05;0.003728031;2.073407092;371.287896693;-0.801658081;2.229234116;0.448584558;-4e-08;5.8503e-05;0.003138964;0.008310653;7.5903e-05;0.000106804
2.714237327;742.462392666;2.1595e-05;4.4927e-05;0.00381551;2.24179406;369.530502198;-0.832195453;2.298359144;0.435093011;-4.2e-08;5.9025e-05;0.00309559;0.008769413;7.6561e-05;0.000108207
2.813470409;774.74336626;2.2235e-05;4.6322e-05;0.003903847;2.415080325;367.79057319;-0.860829325;2.365121334;0.422811289;-4.3e-08;5.953e-05;0.00305278;0.009233072;7.72e-05;0.000109602
2.911330771;807.024339854;2.2858e-05;4.771e-05;0.003993149;2.59318201;366.06621073;-0.887700132;2.429535611;0.411601294;-4.4e-08;6.0019e-05;0.003010486;0.009701498;7.7823e-05;0.00011099
3.007833258;839.305313448;2.3464e-05;4.909e-05;0.004083184;2.775750442;364.362066336;-0.912990252;2.491762401;0.401322373;-4.5e-08;6.0492e-05;0.002968839;0.010174325;7.8429e-05;0.00011237
3.103004802;871.586287042;2.4054e-05;5.0472e-05;0.004175059;2.96351326;362.657400501;-0.936631548;2.551372751;0.391945865;-4.6e-08;6.0952e-05;0.002927275;0.010652133;7.9019e-05;0.000113751
3.196823832;903.867260637;2.4629e-05;5.1821e-05;0.004264601;3.152970089;361.03139218;-0.959465748;2.610301543;0.383097502;-4.8e-08;6.1398e-05;0.002887926;0.011131895;7.9594e-05;0.000115101
3.289454912;936.148234231;2.5189e-05;5.3274e-05;0.004368476;3.357327904;359.172229765;-0.978706112;2.661010962;0.375797024;-4.9e-08;6.1832e-05;0.00284251;0.011624564;8.0155e-05;0.000116553
3.38034183;968.429207825;2.5735e-05;5.4305e-05;0.004421339;3.524002686;358.296014874;-1.005698106;2.733815101;0.365789186;-5e-08;6.2254e-05;0.002822937;0.012087123;8.0701e-05;0.000117585
3.471709252;1000.71018142;2.6267e-05;5.7007e-05;0.004684058;3.85920291;353.651814131;-0.996247576;2.708100796;0.369262474;-5.1e-08;6.2666e-05;0.002706179;0.012684902;8.1233e-05;0.000120287
3.55505801;1032.99115501;2.6946e-05;5.8754e-05;0.004817644;4.085752563;350.833817955;-1.005902012;2.734372598;0.365714607;-5.2e-08;6.3071e-05;0.002647044;0.013173233;8.1911e-05;0.000122034
3.64260754;1065.27212861;2.7144e-05;5.7487e-05;0.004592554;4.07817478;357.157571912;-1.085245146;2.960165402;0.337818961;-5.2e-08;6.3462e-05;0.002778788;0.01359472;8.2109e-05;0.000120767
3.734461974;1097.5531022;2.7642e-05;5.8751e-05;0.004703704;4.278136688;353.861667325;-1.092192596;2.980802608;0.335480114;-5.3e-08;6.3845e-05;0.002715862;0.014020813;8.2607e-05;0.000122031
3.81794887;1129.8340758;2.8267e-05;6.1184e-05;0.004946697;4.582589499;348.233198171;-1.076916048;2.93561229;0.340644438;-5.5e-08;6.4215e-05;0.002598269;0.014521584;8.3233e-05;0.000124464
3.902211248;1162.11504939;2.8737e-05;6.2781e-05;0.005044975;4.839532186;348.481255258;-1.099395476;3.002350482;0.333072373;-5.6e-08;6.458e-05;0.002583523;0.015146782;8.3703e-05;0.00012606
3.984746119;1194.39602298;2.9196e-05;6.4084e-05;0.00514974;5.056670719;346.433861011;-1.110190099;3.034935277;0.329496318;-5.6e-08;6.4938e-05;0.002540979;0.015629128;8.4161e-05;0.000127363
