 Defined Configuration:----------------------
Number of components: 2 
Equation of State:    SRK+RG 
Mixing Rule:          VdW1f 
Components:           Methane(Lit), Ethane(Lit) 
Feed Composition:     [0.3, 0.7] 
Association Rule:     2B, 2B 
Combining Rule:       CR-1 
============================================
P(MPa);x1;y1

1.315201109;0.0001;0.000664297
1.363156784;0.005;0.032096861
1.412128184;0.01;0.062060664
1.461135527;0.015;0.090095107
1.510178306;0.02;0.116378712
1.559256049;0.025;0.141068589
1.608368268;0.03;0.16430356
1.657514466;0.035;0.186206735
1.706694127;0.04;0.20688768
1.755906724;0.045;0.226444221
1.805151711;0.05;0.244963982
1.85442853;0.055;0.262525674
1.903736603;0.06;0.279200203
1.953075338;0.065;0.29505161
2.002449995;0.07;0.310137169
2.051848748;0.075;0.324510868
2.101276325;0.08;0.33821994
2.150732064;0.085;0.351308036
2.200215281;0.09;0.363815031
2.249725273;0.095;0.375777427
2.299261317;0.1;0.387228698
2.348822665;0.105;0.3981996
2.398408549;0.11;0.408718435
2.448018176;0.115;0.418811296
2.497650729;0.12;0.428502271
2.547305365;0.125;0.437813638
2.596981215;0.13;0.446766025
2.646677384;0.135;0.45537856
2.696392945;0.14;0.463669006
2.746126945;0.145;0.471653878
2.795878399;0.15;0.479348549
2.84564629;0.155;0.486767349
2.895429567;0.16;0.493923646
2.945238263;0.165;0.500828695
2.995050121;0.17;0.50749653
3.044874101;0.175;0.513936948
3.094709015;0.18;0.520160186
3.144553634;0.185;0.526175846
3.194406689;0.19;0.531992939
3.244266864;0.195;0.53761993
3.2941328;0.2;0.543064777
3.34400309;0.205;0.548334965
3.393876276;0.21;0.553437543
3.443750851;0.215;0.558379152
3.493625252;0.22;0.563166054
3.543497859;0.225;0.567804152
3.593382724;0.23;0.572297495
3.643248284;0.235;0.576654257
3.693106981;0.24;0.580878016
3.74295696;0.245;0.584973471
3.79279629;0.25;0.588945068
3.842622968;0.255;0.59279701
3.892434914;0.26;0.596533276
3.942229965;0.265;0.600157632
3.992005876;0.27;0.603673641
4.041760309;0.275;0.607084679
4.091510985;0.28;0.610392146
4.141217299;0.285;0.613602475
4.19089476;0.29;0.616716905
4.240540654;0.295;0.619738146
4.290152143;0.3;0.622668763
4.339726268;0.305;0.625511187
4.389259943;0.31;0.628267715
4.438749949;0.315;0.630940518
4.488217466;0.32;0.633529567
4.537612785;0.325;0.636040729
4.586954189;0.33;0.638473958
4.63623788;0.335;0.640830974
4.685459871;0.34;0.643113394
4.734615987;0.345;0.645322736
4.783701853;0.35;0.647460424
4.832743462;0.355;0.649525263
4.881678681;0.36;0.651523241
4.930529623;0.365;0.653453261
4.979291048;0.37;0.655316391
5.027957426;0.375;0.657113613
5.076556483;0.38;0.658843074
5.125019489;0.385;0.660510742
5.173369562;0.39;0.66211493
5.221599984;0.395;0.663656295
5.269738943;0.4;0.665132508
5.317713321;0.405;0.666549479
5.365546047;0.41;0.667905092
5.413228809;0.415;0.66919969
5.460792772;0.42;0.670430195
5.508154557;0.425;0.671602963
5.55533893;0.43;0.672715213
5.602377473;0.435;0.673763387
5.649181665;0.44;0.674753973
5.695775785;0.445;0.675683768
5.742193898;0.45;0.676548467
5.78833716;0.455;0.677355136
5.834277323;0.46;0.678095799
5.879914682;0.465;0.67877738
5.925319897;0.47;0.67939145
5.970388791;0.475;0.6799451
6.015193772;0.48;0.680429092
6.059669528;0.485;0.680846538
6.103752277;0.49;0.681200398
6.147511053;0.495;0.681480531
6.190876498;0.5;0.681689732
6.233823732;0.505;0.681826204
6.27627552;0.51;0.681893271
6.31830239;0.515;0.681878374
6.359822637;0.52;0.68178427
6.400856444;0.525;0.681602087
6.441258667;0.53;0.681341055
6.481039209;0.535;0.6809924
6.520211947;0.54;0.68054529
6.558671059;0.545;0.680002602
6.596362304;0.55;0.679360221
6.633225057;0.555;0.678613813
6.669190581;0.56;0.677758999
6.704245137;0.565;0.676781256
6.738244315;0.57;0.675684195
6.771154102;0.575;0.674451922
6.802803495;0.58;0.673089798
6.833128483;0.585;0.671581883
6.861984564;0.59;0.669924024
6.889198566;0.595;0.668116293
6.91456247;0.6;0.666166321
6.937822464;0.605;0.664095549
6.958666306;0.61;0.661948168
6.976579681;0.615;0.659845035
6.99070555;0.62;0.658034274
6.999780253;0.625;0.656826874
7.001157558;0.63;0.65659561
7.001198999;0.635;0.65646906
7.001207617;0.64;0.656189984
7.001198865;0.645;0.655813115
7.00119173;0.65;0.65548638
7.001191639;0.655;0.655444973
7.001179541;0.66;0.655998894
7.001122224;0.665;0.657969005
7.001095564;0.67;0.666286835
7.00108048;0.675;0.672671118
7.001067422;0.68;0.678122839
7.001060161;0.685;0.683766529
7.001053657;0.69;0.688951766
7.001049731;0.695;0.694261316
7.001044723;0.7;0.699234356
7.001041257;0.705;0.704411999
7.001039062;0.71;0.709565412
7.001037673;0.715;0.714677064
7.001036784;0.72;0.719757621
7.001034557;0.725;0.724638312
7.001032831;0.73;0.729699059
7.001031584;0.735;0.734757676
7.001030682;0.74;0.739804267
7.001030026;0.745;0.744841098
7.001029546;0.75;0.749870408
7.001029193;0.755;0.754893887
7.001028933;0.76;0.759912806
7.00102874;0.765;0.76492813
7.001028596;0.77;0.769940602
7.001028489;0.775;0.774950796
7.001028409;0.78;0.779959159
7.001028349;0.785;0.784966044
7.001028304;0.79;0.789971731
7.001027804;0.795;0.794909486
7.001027382;0.8;0.79991996
7.001027034;0.805;0.804930236
7.001026749;0.81;0.809939187
7.001026514;0.815;0.814946982
7.001026321;0.82;0.819953783
7.001026163;0.825;0.824959725
7.001026032;0.83;0.829964923
7.001025926;0.835;0.834969475
7.001025838;0.84;0.839973465
7.001025767;0.845;0.844976964
7.001025708;0.85;0.849980033
7.00102566;0.855;0.854982726
7.001025622;0.86;0.859985088
7.00102559;0.865;0.864987159
7.001025565;0.87;0.869988974
7.001025545;0.875;0.874990563
7.001025529;0.88;0.879991953
7.001025516;0.885;0.884993165
7.001025505;0.89;0.889994222
7.001025497;0.895;0.894995141
