Defined Configuration:----------------------
Number of components: 1 
Equation of State:    CPA+RG 
Mixing Rule:          VdW1f 
Components:           CO2 
Feed Composition:     [0.3, 0.7] 
Association Rule:     2B 
Combining Rule:       CR-1 
============================================
P(MPa);rho(mol/m3);Cv_res;Cp_res;alfa;uJT;w;lnkT;inv_kT;kT;d2AdT2;dAdT;dPdrho;dPdT;Cv;Cp
4.6e-08;1e-06;-0.000482638;374.543615194;26.872266958;1.3936e-05;1756.94910718;20.189445826;2e-09;586360781.217;1.587e-06;0.002526874;0.001705435;4.6e-08;3.9696e-05;0.003162143
0.125399651;73.529411765;0.005245864;0.421102173;0.760646774;40.025793804;263.827088262;1.750012865;0.173771708;5.754676708;-1.7249e-05;0.00255334;0.002363295;0.132178889;3.9744e-05;5.1516e-05
0.347543459;147.058823529;0.015901966;0.686147607;0.89184867;110.110770306;291.386120915;0.897815953;0.407458597;2.454237085;-5.2287e-05;0.002598227;0.002770718;0.363391408;3.9832e-05;5.3719e-05
0.532858249;220.588235294;0.020723525;0.83118345;1.042397038;170.965565758;277.062545146;0.614356662;0.540988822;1.848467028;-6.814e-05;0.0026211;0.002452483;0.563925146;3.9872e-05;5.4925e-05
0.708202674;294.117647059;0.026617522;0.904389782;1.105943064;232.743224044;273.10509052;0.365240343;0.694029825;1.440860268;-8.752e-05;0.002647794;0.002359701;0.767557472;3.9921e-05;5.5534e-05
0.879873161;367.647058824;0.032661882;0.955457469;1.146129806;295.158357055;271.063687646;0.16346114;0.849199498;1.177579593;-0.000107394;0.002674924;0.002309823;0.973292857;3.9972e-05;5.5959e-05
1.047882473;441.176470588;0.038727955;1.004422196;1.184956756;358.544205702;269.010964659;0.002330864;0.99767185;1.002333582;-0.00012734;0.002702085;0.00226139;1.182197999;4.0022e-05;5.6366e-05
1.212430445;514.705882353;0.044783387;1.052435119;1.222839702;422.990602676;267.053240758;-0.131411443;1.14043691;0.876856923;-0.000147251;0.002729192;0.002215706;1.394571531;4.0072e-05;5.6765e-05
1.37372159;588.235294118;0.050820648;1.100117917;1.260174171;488.522305605;265.198057853;-0.245292575;1.277995168;0.782475572;-0.000167102;0.002756219;0.002172592;1.610496501;4.0123e-05;5.7161e-05
1.531929237;661.764705882;0.056838621;1.14790352;1.297324453;555.141206548;263.427919427;-0.344000952;1.410579979;0.708928253;-0.000186889;0.00278315;0.002131543;1.829979898;4.0173e-05;5.7559e-05
1.687183808;735.294117647;0.062837398;1.196150565;1.334631682;622.842623501;261.720263603;-0.430649966;1.538257013;0.650086423;-0.000206614;0.002809975;0.00209203;2.053006545;4.0222e-05;5.796e-05
1.83958064;808.823529412;0.068816913;1.24513837;1.372366808;691.620425811;260.057285147;-0.507443985;1.661040121;0.602032418;-0.000226275;0.002836689;0.00205365;2.279556328;4.0272e-05;5.8367e-05
1.989191102;882.352941176;0.074776752;1.295078223;1.410731029;761.468317807;258.426983701;-0.57601877;1.778941936;0.562131894;-0.000245871;0.00286329;0.002016134;2.509608588;4.0322e-05;5.8782e-05
2.136070962;955.882352941;0.080716221;1.346134211;1.449875724;832.380019117;256.821551447;-0.637626406;1.891984743;0.528545488;-0.0002654;0.002889778;0.001979307;2.743142748;4.0371e-05;5.9207e-05
2.280265678;1029.41176471;0.086634428;1.398440789;1.48992087;904.349210604;255.23581072;-0.693246641;2.000198931;0.499950272;-0.00028486;0.002916155;0.00194305;2.98013813;4.042e-05;5.9642e-05
2.421813667;1102.94117647;0.092530334;1.45211426;1.530967107;977.369477586;253.666224498;-0.743659899;2.103620481;0.475370918;-0.000304246;0.002942424;0.001907283;3.220573761;4.0469e-05;6.0088e-05
2.560748409;1176.47058823;0.09840279;1.507259541;1.573102685;1051.43428824;252.110345815;-0.789497724;2.202289991;0.454072808;-0.000323555;0.002968587;0.001871946;3.464428298;4.0518e-05;6.0547e-05
2.697099915;1250.0;0.104250567;1.563974066;1.616407359;1126.53699856;250.566512535;-0.831278609;2.296252873;0.435492106;-0.000342783;0.002994647;0.001837002;3.711680043;4.0567e-05;6.1018e-05
2.830895806;1323.52941177;0.110072384;1.622350143;1.660954658;1202.67087123;249.033663093;-0.869433902;2.38556001;0.419188784;-0.000361925;0.003020608;0.001802423;3.962307011;4.0615e-05;6.1503e-05
2.962162139;1397.05882353;0.115866942;1.682476481;1.706813349;1279.82910014;247.511210096;-0.904326792;2.470268358;0.404814318;-0.000380978;0.003046471;0.001768192;4.21628701;4.0663e-05;6.2003e-05
3.090924054;1470.58823529;0.121632941;1.744439294;1.75404849;1358.00483634;245.998943289;-0.936266407;2.550441311;0.392089007;-0.000399937;0.003072241;0.0017343;4.47359773;4.0711e-05;6.2519e-05
3.21720627;1544.11764706;0.127369109;1.80832316;1.802722264;1437.19121335;244.496949841;-0.96551842;2.626148751;0.380785742;-0.000418798;0.003097918;0.001700744;4.734216822;4.0759e-05;6.305e-05
3.341033459;1617.64705882;0.133074218;1.874211753;1.852894693;1517.38137094;243.005546933;-0.992313122;2.697466833;0.370718182;-0.000437557;0.003123507;0.001667525;4.99812198;4.0806e-05;6.3598e-05
3.462430527;1691.17647059;0.138747106;1.942188472;1.904624267;1598.56847703;241.525224352;-1.016851663;2.764477541;0.361732004;-0.00045621;0.003149008;0.001634648;5.265291009;4.0854e-05;6.4163e-05
3.58142281;1764.70588235;0.14438668;2.012337017;1.95796851;1680.74574764;240.056595877;-1.039310906;2.82726809;0.353698329;-0.000474753;0.003174424;0.001602119;5.53570189;4.0901e-05;6.4746e-05
3.698036202;1838.23529412;0.149991933;2.084741926;2.01298451;1763.90646498;238.600358535;-1.059847282;2.885930223;0.346508724;-0.000493184;0.003199757;0.001569946;5.809332835;4.0947e-05;6.5348e-05
3.812297228;1911.76470588;0.155561949;2.159489068;2.069729395;1848.04399382;237.157258909;-1.078599854;2.940559456;0.340071342;-0.000511498;0.003225009;0.001538139;6.086162343;4.0993e-05;6.5969e-05
3.924233083;1985.29411765;0.161095906;2.236666116;2.128260785;1933.15179643;235.728065743;-1.0956928;2.991254307;0.334307918;-0.000529694;0.003250182;0.001506706;6.366169239;4.1039e-05;6.6611e-05
4.033871621;2058.82352941;0.166593079;2.316363002;2.188637209;2019.2234462;234.31354809;-1.111237437;3.038115545;0.329151405;-0.000547769;0.003275276;0.001475656;6.649332725;4.1085e-05;6.7274e-05
4.141241336;2132.35294118;0.172052843;2.398672352;2.250918497;2106.25264039;232.914458273;-1.125333887;3.081245466;0.324544088;-0.000565721;0.003300294;0.001444998;6.935632413;4.1131e-05;6.7958e-05
4.246371309;2205.88235294;0.177474668;2.48368991;2.315166149;2194.23321201;231.531518978;-1.138072473;3.120747238;0.320436076;-0.000583549;0.003325237;0.001414739;7.225048365;4.1176e-05;6.8665e-05
4.349291152;2279.41176471;0.182858124;2.571514953;2.381443685;2283.15914112;230.165413853;-1.149534873;3.156724291;0.31678408;-0.00060125;0.003350106;0.001384885;7.517561127;4.122e-05;6.9395e-05
4.45003094;2352.94117647;0.188202872;2.662250703;2.449816975;2373.02456553;228.816781042;-1.159795119;3.189279788;0.313550415;-0.000618824;0.003374903;0.001355444;7.813151762;4.1265e-05;7.015e-05
4.548621139;2426.47058823;0.193508666;2.75600473;2.52035456;2463.82379118;227.486209123;-1.168920434;3.218516161;0.310702184;-0.00063627;0.003399629;0.001326419;8.111801885;4.1309e-05;7.0929e-05
4.645092526;2500.0;0.19877535;2.852889362;2.593127961;2555.55130201;226.174235018;-1.176971955;3.244534717;0.308210603;-0.000653587;0.003424284;0.001297814;8.413493693;4.1353e-05;7.1735e-05
4.739476122;2573.52941177;0.20400285;2.953022092;2.668211972;2648.20176939;224.881343446;-1.184005366;3.267435303;0.306050436;-0.000670775;0.003448871;0.001269632;8.718209991;4.1396e-05;7.2567e-05
4.831803115;2647.05882353;0.209191173;3.056525994;2.745684963;2741.77006125;223.607967609;-1.19007144;3.287316044;0.304199531;-0.000687835;0.00347339;0.001241875;9.02593423;4.1439e-05;7.3428e-05
4.922104791;2720.58823529;0.214340404;3.163530142;2.825629166;2836.25125044;222.35449079;-1.195216518;3.304273129;0.30263842;-0.000704766;0.003497842;0.001214544;9.336650523;4.1482e-05;7.4318e-05
5.010412473;2794.11764706;0.219450701;3.274170044;2.908130967;2931.6406228;221.12124862;-1.199482934;3.318400646;0.30134999;-0.000721569;0.003522229;0.001187638;9.65034368;4.1525e-05;7.5237e-05
5.096757457;2867.64705882;0.224522287;3.388588087;2.993281205;3027.93368439;219.908531838;-1.20290938;3.329790469;0.300319197;-0.000738244;0.00354655;0.001161158;9.966999227;4.1567e-05;7.6189e-05
5.181170958;2941.17647059;0.229555453;3.506934;3.081175462;3125.12616801;218.716589315;-1.205531243;3.338532179;0.299532833;-0.000754794;0.003570808;0.001135101;10.286603427;4.1609e-05;7.7173e-05
5.263684065;3014.70588235;0.234550547;3.629365332;3.171914379;3223.21403906;217.545631264;-1.207380894;3.344713013;0.298979313;-0.000771218;0.003595003;0.001109466;10.609143301;4.165e-05;7.8191e-05
5.344327691;3088.23529412;0.239507974;3.756047958;3.26560397;3322.19350055;216.39583249;-1.208487952;3.348417856;0.298648509;-0.000787518;0.003619137;0.00108425;10.934606643;4.1691e-05;7.9244e-05
5.423132535;3161.76470588;0.244428189;3.887156609;3.362355955;3422.06099714;215.267335598;-1.208879517;3.349729234;0.298531592;-0.000803696;0.003643209;0.001059449;11.262982035;4.1732e-05;8.0334e-05
5.500129051;3235.29411765;0.249311696;4.022875432;3.462288104;3522.81321838;214.160254095;-1.208580377;3.348727347;0.298620908;-0.000819754;0.003667222;0.001035061;11.594258856;4.1773e-05;8.1463e-05
5.575347414;3308.82352941;0.25415904;4.16339858;3.565524612;3624.44710105;213.074675347;-1.2076132;3.345490099;0.298909867;-0.000835692;0.003691175;0.001011081;11.928427288;4.1813e-05;8.2631e-05
5.648817499;3382.35294118;0.258970807;4.308930851;3.672196484;3726.95983063;212.010663332;-1.205998696;3.340093151;0.299392848;-0.000851514;0.00371507;0.000987506;12.265478328;4.1853e-05;8.3841e-05
5.720568856;3455.88235294;0.263747619;4.459688364;3.782441957;3830.34884193;210.968261187;-1.203755772;3.332609971;0.300065117;-0.00086722;0.003738908;0.00096433;12.605403781;4.1893e-05;8.5094e-05
5.79063069;3529.41176471;0.268490129;4.615899281;3.896406944;3934.61181876;209.947493528;-1.200901662;3.323111896;0.300922759;-0.000882814;0.00376269;0.000941548;12.948196267;4.1932e-05;8.6393e-05
5.859031851;3602.94117647;0.273199017;4.777804598;4.014245525;4039.74669309;208.94836852;-1.197452047;3.31166819;0.301962619;-0.000898297;0.003786416;0.000919157;13.293849213;4.1972e-05;8.7739e-05
5.92580082;3676.47058823;0.27787499;4.945658983;4.136120462;4145.75164319;207.970879736;-1.193421165;3.298346113;0.303182251;-0.000913672;0.003810088;0.00089715;13.642356852;4.201e-05;8.9135e-05
5.990965696;3750.0;0.282518777;5.119731691;4.262203774;4252.62509138;207.015007789;-1.188821899;3.283210975;0.304579879;-0.000928941;0.003833706;0.000875523;13.993714209;4.2049e-05;9.0582e-05
6.054554191;3823.52941177;0.287131124;5.300307564;4.392677349;4360.36570111;206.080721713;-1.183665866;3.266326197;0.306154358;-0.000944107;0.003857271;0.00085427;14.347917099;4.2087e-05;9.2084e-05
6.116593626;3897.05882353;0.291712793;5.487688105;4.527733623;4468.97237364;205.167980191;-1.177963485;3.247753365;0.307905154;-0.000959171;0.003880784;0.000833386;14.704962112;4.2125e-05;9.3642e-05
6.177110922;3970.58823529;0.29626456;5.682192658;4.667576311;4578.44424408;204.276732569;-1.171724044;3.227552287;0.309832316;-0.000974138;0.003904246;0.000812865;15.0648466;4.2163e-05;9.5259e-05
6.2361326;4044.11764706;0.300787209;5.884159692;4.812421218;4688.78067726;203.406919695;-1.164955753;3.205781033;0.311936464;-0.000989009;0.003927658;0.000792702;15.427568666;4.2201e-05;9.6938e-05
6.293684778;4117.64705882;0.305281535;6.093948216;4.962497121;4799.98126366;202.558474631;-1.157665789;3.182495982;0.314218778;-0.001003786;0.003951021;0.000772892;15.793127148;4.2238e-05;9.8682e-05
6.349793171;4191.17647059;0.309748336;6.311939309;5.118046738;4912.04581443;201.731323213;-1.149860338;3.15775186;0.316680995;-0.001018473;0.003974335;0.000753429;16.161521607;4.2275e-05;0.000100495
6.404483089;4264.70588235;0.314188414;6.538537823;5.279327794;5024.9743569;200.92538451;-1.141544624;3.131601778;0.319325403;-0.001033073;0.003997602;0.000734307;16.532752306;4.2312e-05;0.000102379
6.457779439;4338.23529412;0.318602571;6.774174236;5.4466142;5138.76712983;200.140571184;-1.132722935;3.104097257;0.322154854;-0.001047587;0.004020822;0.000715521;16.906820199;4.2349e-05;0.000104338
6.509706725;4411.76470588;0.322991609;7.019306698;5.62019734;5253.42457859;199.376789774;-1.123398641;3.075288263;0.325172769;-0.001062018;0.004043996;0.000697065;17.283726916;4.2386e-05;0.000106376
6.560289048;4485.29411765;0.327356329;7.274423287;5.800387497;5368.94735044;198.633940937;-1.113574208;3.045223229;0.328383151;-0.00107637;0.004067126;0.000678935;17.663474743;4.2422e-05;0.000108497
6.609550109;4558.82352941;0.331697527;7.540044488;5.987515429;5485.33628982;197.911919617;-1.103251205;3.013949079;0.331790609;-0.001090644;0.004090211;0.000661124;18.046066613;4.2458e-05;0.000110706
6.657513212;4632.35294118;0.336015992;7.816725943;6.181934103;5602.59243399;197.210615224;-1.092430303;2.981511251;0.335400378;-0.001104843;0.004113253;0.000643628;18.431506084;4.2494e-05;0.000113006
6.70420126;4705.88235294;0.340312509;8.105061474;6.384020618;5720.71700818;196.529911765;-1.081111275;2.94795372;0.339218351;-0.001118971;0.004136253;0.00062644;18.81979733;4.253e-05;0.000115404
6.749636765;4779.41176471;0.344587854;8.405686445;6.594178328;5839.71142146;195.869688001;-1.069292987;2.913319017;0.343251115;-0.001133028;0.004159211;0.000609556;19.210945124;4.2565e-05;0.000117903
6.793841845;4852.94117647;0.348842792;8.719281473;6.8128392;5959.57726253;195.229817604;-1.056973382;2.877648253;0.347505988;-0.001147019;0.004182128;0.00059297;19.604954825;4.26e-05;0.000120511
6.836838228;4926.47058823;0.35307808;9.046576553;7.04046642;6080.31629529;194.610169325;-1.044149467;2.840981146;0.351991072;-0.001160945;0.004205006;0.000576677;20.001832363;4.2636e-05;0.000123232
6.878647253;5000.0;0.357294465;9.388355628;7.277557295;6201.93045516;194.010607218;-1.030817287;2.803356044;0.356715303;-0.001174808;0.004227845;0.000560671;20.401584228;4.2671e-05;0.000126074
6.919289876;5073.52941177;0.361492681;9.745461682;7.52464647;6324.4218448;193.430990861;-1.0169719;2.764809954;0.361688513;-0.001188612;0.004250646;0.000544948;20.804217456;4.2706e-05;0.000129043
6.958786672;5147.05882353;0.36567345;10.118802401;7.782309511;6447.79273023;192.87117565;-1.002607346;2.725378576;0.366921502;-0.001202359;0.00427341;0.000529502;21.209739614;4.274e-05;0.000132147
6.997157835;5220.58823529;0.369837481;10.509356487;8.051166897;6572.04553681;192.331013119;-0.987716609;2.685096343;0.372426115;-0.001216051;0.004296137;0.000514328;21.618158791;4.2775e-05;0.000135394
7.034423188;5294.11764706;0.373985472;10.918180703;8.331888475;6697.18284545;191.810351312;-0.972291581;2.643996454;0.378215333;-0.00122969;0.004318828;0.000499422;22.029483582;4.281e-05;0.000138793
7.070602181;5367.64705882;0.378118103;11.346417751;8.625198425;6823.20738876;191.309035219;-0.956323011;2.602110928;0.38430337;-0.001243278;0.004341485;0.000484777;22.443723078;4.2844e-05;0.000142354
7.105713899;5441.17647059;0.382236045;11.795305099;8.931880835;6950.12204614;190.82690722;-0.93980046;2.55947065;0.390705789;-0.001256818;0.004364108;0.000470389;22.860886847;4.2878e-05;0.000146086
7.139777064;5514.70588235;0.386339951;12.266184864;9.252785929;7077.92984079;190.363807644;-0.922712242;2.516105431;0.397439625;-0.001270312;0.004386698;0.000456254;23.280984928;4.2912e-05;0.000150001
7.172810043;5588.23529412;0.390430461;12.760514938;9.588837073;7206.63393418;189.919575306;-0.905045367;2.472044069;0.404523533;-0.001283762;0.004409256;0.000442366;23.704027811;4.2946e-05;0.000154111
