 Defined Configuration:----------------------
Number of components: 8 
Equation of State:    PR 
Mixing Rule:          VdW1f 
Components:           C1, C2, C3, iC4, nC4, iC5, nC5, CO2 
Feed Composition:     [0.3985, 0.0512, 0.0286, 0.0042, 0.0079, 0.0018, 0.0025, 0.5016] 
Association Rule:     2B, 2B, 2B, 2B, 2B, 2B, 2B, 2B 
Combining Rule:       CR-1 
============================================
Phase 1;Phase 2;T(K);P(MPa)
0.671022375;0.3985;248.473026171;6.290433782
0.684491264;0.3985;246.398976829;6.108995006
0.698028959;0.3985;244.256409771;5.922746524
0.711597084;0.3985;242.047523699;5.732338513
0.725155702;0.3985;239.774849929;5.53845378
0.738663645;0.3985;237.44123884;5.34179905
0.7520789;0.3985;235.049840371;5.143095912
0.765359043;0.3985;232.604079203;4.943071634
0.77846173;0.3985;230.107624517;4.742450083
0.791345216;0.3985;227.564355344;4.541943002
0.803968896;0.3985;224.978321677;4.342241829
0.816293858;0.3985;222.353703133;4.1440103
0.828283412;0.3985;219.694765385;3.947877958
0.839903604;0.3985;217.005816093;3.754434686
0.851123673;0.3985;214.291161525;3.564226372
0.861916451;0.3985;211.555064977;3.37775168
0.872258683;0.3985;208.801707993;3.195459956
0.882131268;0.3985;206.035155679;3.017750172
0.891519401;0.3985;203.259326575;2.84497083
0.90041263;0.3985;200.477967761;2.677420706
0.908804816;0.3985;197.694635492;2.515350295
0.91669401;0.3985;194.912681343;2.358963817
0.924082252;0.3985;192.135243798;2.208421641
0.930975306;0.3985;189.365244783;2.063842994
0.93738234;0.3985;186.605390773;1.925308842
0.943315568;0.3985;183.858177624;1.792864831
0.948789864;0.3985;181.125898666;1.666524216
0.953822361;0.3985;178.410655071;1.546270711
0.958432053;0.3985;175.714368338;1.432061213
0.962639397;0.3985;173.03879289;1.323828382
0.966465934;0.3985;170.385530083;1.221483055
0.969933938;0.3985;167.756041478;1.124916501
0.973066083;0.3985;165.151661785;1.034002512
0.975885146;0.3985;162.573612394;0.948599488
0.978413746;0.3985;160.023008089;0.868551944
0.980674113;0.3985;157.500870951;0.793692561
0.982687891;0.3985;155.008139345;0.723843888
0.984475973;0.3985;152.545671116;0.658819624
0.986058375;0.3985;150.114252021;0.59842633
0.987454129;0.3985;147.714599189;0.542464836
0.988681208;0.3985;145.347366148;0.490731734
0.989756479;0.3985;143.013143235;0.443020657
0.99069567;0.3985;140.712461841;0.399123718
0.991513364;0.3985;138.445792641;0.358832673
0.992223006;0.3985;136.213550626;0.321940305
0.992836924;0.3985;134.016091432;0.288241428
0.993366361;0.3985;131.853713703;0.257534043
0.993821523;0.3985;129.726659826;0.22962035
0.994211623;0.3985;127.635113757;0.204307582
0.994544942;0.3985;125.57920356;0.181408879
0.994828886;0.3985;123.559004059;0.160744022
0.995070048;0.3985;121.574533881;0.142139943
0.995274271;0.3985;119.625753756;0.125431176
0.995446711;0.3985;117.71258131;0.110460467
0.995591899;0.3985;115.834876972;0.097078774
0.995713797;0.3985;113.992446316;0.08514549
0.995815857;0.3985;112.185071021;0.074528864
0.995901076;0.3985;110.412466684;0.06510544
0.995972041;0.3985;108.674316839;0.056760356
0.996030983;0.3985;106.97026246;0.049387037
0.996079812;0.3985;105.299923316;0.042887117
0.996120161;0.3985;103.662870598;0.037169926
0.996153421;0.3985;102.058640649;0.032152296
0.996180772;0.3985;100.486789382;0.027758473
0.99620321;0.3985;98.946780153;0.02391911
