 Defined Configuration:----------------------
Number of components: 1 
Equation of State:    CPA+RG 
Mixing Rule:          VdW1f 
Components:           Methanol 
Feed Composition:     [0.5, 0.5] 
Association Rule:     2B 
Combining Rule:       CR-1 
============================================
T;rhov;rhol;P

300.0;-4.956922905;24586.3033;0.000793706
312.295630111;14.607184191;24216.5051716;0.007113349
324.396579105;32.709175603;23839.5812327;0.035953421
336.300015134;50.354610849;23453.7372126;0.083845952
348.001706435;68.592926365;23057.2452582;0.148835455
359.4960326;89.121352392;22648.3292443;0.230337347
370.775636546;117.977104877;22225.2028043;0.330250121
381.829249396;179.646291905;21787.0261718;0.463568593
392.632939336;240.97111999;21333.0435812;0.636680361
403.178975567;323.673638226;20861.4842216;0.851085974
413.447880858;423.39905075;20371.281899;1.111597311
423.421822283;544.513931549;19861.1505026;1.421129328
433.080140568;689.189939724;19329.8228417;1.781489509
442.400457019;860.109858832;18775.9256275;2.193045152
451.358364903;1060.19934243;18197.8848801;2.654567773
459.927207672;1293.10112189;17593.8496712;3.163136861
468.077581947;1563.38804554;16961.4171018;3.714053985
475.776596475;1877.07400865;16297.3359788;4.300735405
482.98672746;2242.42824614;15596.8587956;4.914546975
489.663942735;2671.34554263;14852.5167291;5.544514196
495.754528328;3182.19020808;14051.4321296;6.176811128
501.189149289;3807.03109798;13168.382351;6.793804997
505.869824915;4616.76305231;12142.6905183;7.372039866
509.632788648;5871.42621474;10749.3634099;7.876778817
510.852272947;6923.22103086;9731.65341715;8.051369941
510.852272947;6923.22103086;9731.65341715;8.051369941
511.157144022;7581.89796727;9138.85619343;8.096462229
511.157144022;7581.89796727;9138.85619343;8.096462229
511.23336179;7912.44154654;8838.52086936;8.107876195
511.271470675;8381.09948996;8381.09948996;8.113609505
