 Defined Configuration:----------------------
Number of components: 3 
Equation of State:    CPA 
Mixing Rule:          VdW1f 
Components:           nC20, CH4, CO2(4C) 
Feed Composition:     [0.2, 0.3, 0.5] 
Association Rule:     4C, 4C, 4C 
Combining Rule:       CR-1 
============================================
Phase 1;Phase 2;T(K);P(MPa)
0.99505311;0.2;562.428293592;0.147976569
0.994953926;0.2;563.151148636;0.150878207
0.994852749;0.2;563.875682122;0.153834862
0.994749541;0.2;564.601892846;0.156847529
0.994644259;0.2;565.329779499;0.159917219
0.994536863;0.2;566.059340626;0.163044961
0.994427311;0.2;566.790574644;0.166231803
0.994315557;0.2;567.523479863;0.169478806
0.994201559;0.2;568.258054363;0.172787053
0.994085271;0.2;568.994296217;0.176157644
0.993966647;0.2;569.732203286;0.179591697
0.99384564;0.2;570.471773224;0.183090349
0.993722202;0.2;571.213003728;0.186654756
0.993596284;0.2;571.955892094;0.190286093
0.993467836;0.2;572.700435717;0.193985554
0.993336807;0.2;573.446631684;0.197754354
0.993203146;0.2;574.194476922;0.201593728
0.993066798;0.2;574.943968295;0.205504931
0.992927711;0.2;575.695102469;0.209489239
0.992785829;0.2;576.447875922;0.21354795
0.992641095;0.2;577.202284995;0.217682379
0.992493453;0.2;577.958325836;0.221893872
0.992342843;0.2;578.715994495;0.226183784
0.992189207;0.2;579.475286709;0.230553506
0.992032482;0.2;580.236198205;0.235004442
0.991872607;0.2;580.998724427;0.239538022
0.991709518;0.2;581.762860711;0.244155699
0.991543151;0.2;582.528602148;0.248858954
0.991373439;0.2;583.29594366;0.253649286
0.991200315;0.2;584.064880003;0.258528222
0.991023711;0.2;584.835405785;0.263497309
0.990843556;0.2;585.607515311;0.268558129
0.990659779;0.2;586.381202807;0.273712278
0.990472306;0.2;587.156462202;0.278961389
0.990281064;0.2;587.933287346;0.284307111
0.990085976;0.2;588.711671754;0.289751125
0.989886965;0.2;589.491608881;0.295295139
0.989683952;0.2;590.273091825;0.30094089
0.989476855;0.2;591.056113552;0.306690142
0.989265593;0.2;591.840666891;0.312544679
0.989050083;0.2;592.626744254;0.318506332
0.988830237;0.2;593.414338066;0.324576941
0.988605969;0.2;594.203440432;0.330758385
0.98837719;0.2;594.994043116;0.337052581
0.988143808;0.2;595.786137895;0.343461459
0.987905731;0.2;596.579716076;0.349986998
0.987662865;0.2;597.374768929;0.356631193
0.987415112;0.2;598.171287367;0.363396083
0.987162374;0.2;598.969262176;0.370283726
0.986904551;0.2;599.768683778;0.377296229
0.986641539;0.2;600.569542499;0.384435716
0.986373236;0.2;601.371828098;0.39170437
0.986099532;0.2;602.175530459;0.399104376
0.985820321;0.2;602.980639271;0.406637962
0.98553549;0.2;603.787143475;0.414307419
0.985244927;0.2;604.59503225;0.422115041
0.984948515;0.2;605.40429405;0.430063181
0.984646137;0.2;606.214917717;0.4381542
0.984337672;0.2;607.026891228;0.446390539
0.984022998;0.2;607.840202159;0.454774637
0.983701989;0.2;608.654839137;0.463308994
0.983374517;0.2;609.47078844;0.471996141
0.983040453;0.2;610.288037796;0.480838656
0.982699662;0.2;611.106573966;0.489839142
0.98235201;0.2;611.926383248;0.499000268
0.981997358;0.2;612.747452349;0.508324736
0.981635564;0.2;613.569766104;0.517815281
0.981266484;0.2;614.393311056;0.527474697
0.980889973;0.2;615.218072926;0.537305756
0.980505878;0.2;616.044036057;0.547311385
0.980114048;0.2;616.871185334;0.557494466
0.979714326;0.2;617.699505204;0.567858032
0.979306552;0.2;618.528979952;0.578405
0.978890566;0.2;619.359593751;0.589138443
0.978466199;0.2;620.191328955;0.600061536
0.978033284;0.2;621.024169599;0.611177348
0.977591648;0.2;621.85809821;0.622489171
0.977141115;0.2;622.693098356;0.634000201
0.976681505;0.2;623.529148273;0.645713712
0.976212635;0.2;624.366236785;0.657633101
0.975734317;0.2;625.204339796;0.669761781
0.975246362;0.2;626.043439122;0.682103249
0.974748574;0.2;626.883515544;0.694660943
0.974240755;0.2;627.724554249;0.707438503
0.973722703;0.2;628.566529107;0.720439583
0.97319421;0.2;629.409423227;0.733667793
0.972655066;0.2;630.253216758;0.747126945
0.972105056;0.2;631.097879488;0.760820851
0.97154396;0.2;631.943402558;0.774753322
