 Defined Configuration:----------------------
Number of components: 2 
Equation of State:    SRK+RG 
Mixing Rule:          VdW1f 
Components:           Methane(Lit), Ethane(Lit) 
Feed Composition:     [0.3, 0.7] 
Association Rule:     2B, 2B 
Combining Rule:       CR-1 
============================================
P(MPa);x1;y1

0.21116395;0.0001;0.001974408
0.231970031;0.005;0.089886945
0.253504964;0.01;0.164810285
0.275384658;0.015;0.228345353
0.297486657;0.02;0.282901684
0.31965079;0.025;0.330264423
0.341721236;0.03;0.371760202
0.363672459;0.035;0.40840959
0.385542677;0.04;0.441013343
0.407377452;0.045;0.470206957
0.429232178;0.05;0.496501924
0.45115482;0.055;0.520313558
0.473143626;0.06;0.54197903
0.495184875;0.065;0.561775947
0.517253483;0.07;0.579935263
0.539354788;0.075;0.596650583
0.56145338;0.08;0.612086638
0.58356134;0.085;0.626385074
0.605683763;0.09;0.639667642
0.627824494;0.095;0.652039462
0.649996757;0.1;0.663591709
0.672194766;0.105;0.674403532
0.694419537;0.11;0.684544023
0.716661516;0.115;0.694073956
0.738941669;0.12;0.703046889
0.761235889;0.125;0.711510433
0.783552251;0.13;0.719506972
0.805891718;0.135;0.727074326
0.828254269;0.14;0.734246405
0.850641399;0.145;0.7410536
0.87305256;0.15;0.747523254
0.895487875;0.155;0.753680027
0.917943748;0.16;0.759546257
0.940429945;0.165;0.765142168
0.962936547;0.17;0.770486202
0.985468634;0.175;0.775594775
1.008018264;0.18;0.780483933
1.03060155;0.185;0.785167334
1.053203952;0.19;0.789657863
1.07583048;0.195;0.793967315
1.09847566;0.2;0.798106565
1.121155675;0.205;0.802085599
1.143854219;0.21;0.805913691
1.166576901;0.215;0.809599376
1.189318412;0.22;0.81315058
1.212094728;0.225;0.81657461
1.234889742;0.23;0.819878319
1.257708999;0.235;0.823068033
1.280548093;0.24;0.826149659
1.303420378;0.245;0.829128679
1.326312366;0.25;0.832010255
1.349219221;0.255;0.834799193
1.372166145;0.26;0.837499956
1.39513486;0.265;0.840116735
1.418124518;0.27;0.842653527
1.441130568;0.275;0.845114024
1.464177107;0.28;0.847501663
1.487241374;0.285;0.849819747
1.510329682;0.29;0.852071358
1.533436735;0.295;0.854259401
1.556570787;0.3;0.856386594
1.579744329;0.305;0.858455505
1.602923372;0.31;0.86046863
1.626143298;0.315;0.862428216
1.649384794;0.32;0.864336485
1.672649651;0.325;0.866195471
1.695932922;0.33;0.868007179
1.719245703;0.335;0.869773425
1.742597274;0.34;0.871495971
1.765956041;0.345;0.873176537
1.789356631;0.35;0.874816658
1.812779229;0.355;0.876417878
1.836216332;0.36;0.87798164
1.859694788;0.365;0.879509297
1.883195759;0.37;0.881001752
1.90672363;0.375;0.882461053
1.930282639;0.38;0.883888002
1.953863778;0.385;0.885283731
1.977473923;0.39;0.88664932
2.001115744;0.395;0.887985803
2.024791303;0.4;0.889294165
2.048477944;0.405;0.890575391
2.072205643;0.41;0.891830332
2.095967589;0.415;0.893059882
2.119744155;0.42;0.894264896
2.14356034;0.425;0.895446136
2.167412073;0.43;0.896604377
2.191280706;0.435;0.897740378
2.215189103;0.44;0.898854816
2.239134451;0.445;0.899948372
2.263097899;0.45;0.901021724
2.287102585;0.455;0.902075469
2.311145889;0.46;0.903110214
2.335207321;0.465;0.904126569
2.359312979;0.47;0.905125056
2.383459183;0.475;0.906106222
2.407621994;0.48;0.907070629
2.431834198;0.485;0.908018707
2.456077506;0.49;0.908950989
2.480358486;0.495;0.909867932
2.504682105;0.5;0.910769976
2.529035503;0.505;0.911657575
2.553441341;0.51;0.912530654
2.577884594;0.515;0.913390553
2.602353343;0.52;0.914237251
2.62687442;0.525;0.915071066
2.651432934;0.53;0.915892414
2.676035246;0.535;0.91670164
2.700687584;0.54;0.917499082
2.725372525;0.545;0.918285112
2.750112181;0.55;0.919060007
2.774894666;0.555;0.919824122
2.79972558;0.56;0.920577757
2.824612407;0.565;0.921321199
2.849535622;0.57;0.922054773
2.874520422;0.575;0.922778729
2.899550703;0.58;0.92349337
2.924639494;0.585;0.924198944
2.949780345;0.59;0.924895741
2.974979565;0.595;0.925583979
3.000243854;0.6;0.926263931
3.025564131;0.605;0.926935348
3.050947678;0.61;0.927599432
3.076382006;0.615;0.92825597
3.101891076;0.62;0.928905154
3.127457265;0.625;0.929547239
3.15309951;0.63;0.930182421
3.178804312;0.635;0.930810938
3.204587977;0.64;0.931432983
3.230438863;0.645;0.932048782
3.256372897;0.65;0.932658523
3.282378072;0.655;0.933262427
3.308472261;0.66;0.933860672
3.334640675;0.665;0.934453479
3.360905798;0.67;0.93504101
3.387263175;0.675;0.935622921
3.413706848;0.68;0.936200476
3.440238932;0.685;0.936773341
3.466868994;0.69;0.937341724
3.493606457;0.695;0.93790573
3.520441207;0.7;0.93846563
3.547392886;0.705;0.939021559
3.57444393;0.71;0.939573727
3.60161354;0.715;0.940122317
3.628911234;0.72;0.940667425
3.656322854;0.725;0.941209335
3.683886365;0.73;0.941747514
3.711569294;0.735;0.94228339
3.739382617;0.74;0.942816582
3.767341314;0.745;0.94334725
3.795457264;0.75;0.943875516
3.82371618;0.755;0.944401649
3.852138848;0.76;0.944925776
3.880752336;0.765;0.945447391
3.909525743;0.77;0.945967983
3.938469999;0.775;0.946487151
3.967604683;0.78;0.947005046
3.996936447;0.785;0.947521866
4.026474376;0.79;0.948037783
4.056250825;0.795;0.948552233
4.086228316;0.8;0.949066845
4.116438983;0.805;0.949581116
4.146889277;0.81;0.950095285
4.177599296;0.815;0.95060944
4.208602233;0.82;0.951122987
4.239859108;0.825;0.951637664
4.27140706;0.83;0.952152911
4.303290464;0.835;0.952668
4.335473545;0.84;0.953184661
4.367996577;0.845;0.953702298
4.400899629;0.85;0.954220113
4.434149216;0.855;0.954739941
4.467824664;0.86;0.955260044
4.501889768;0.865;0.955782062
4.536421197;0.87;0.956304361
4.571371109;0.875;0.956828687
4.606843555;0.88;0.957352684
4.642831087;0.885;0.957876935
4.679304978;0.89;0.958402137
4.716374776;0.895;0.958924978
4.754016999;0.9;0.959445384
4.792304683;0.905;0.95995991
4.831164501;0.91;0.960468626
4.870692764;0.915;0.960964147
4.910826111;0.92;0.961442049
4.951574344;0.925;0.961891141
4.992817943;0.93;0.962297461
5.034429373;0.935;0.962635393
5.07592332;0.94;0.96287035
5.116622437;0.945;0.962929833
5.154490146;0.95;0.962714886
5.181853898;0.955;0.962294235
5.181826842;0.96;0.961889663
5.181820744;0.965;0.964771141
5.181824044;0.97;0.969967578
5.18182305;0.975;0.974998959
5.181824613;0.98;0.979999123
5.181824393;0.985;0.985000014
5.181833169;0.99;0.989996293
