Defined Configuration:----------------------
Number of components: 1 
Equation of State:    CPA+RG 
Mixing Rule:          VdW1f 
Components:           CO2 
Feed Composition:     [0.3, 0.7] 
Association Rule:     2B 
Combining Rule:       CR-1 
============================================
P(MPa);rho(mol/m3);Cv_res;Cp_res;alfa;uJT;w;lnkT;inv_kT;kT;d2AdT2;dAdT;dPdrho;dPdT;Cv;Cp
3.7e-08;1e-06;-0.000349997;237.595841547;26.638125426;8.918e-06;1270.84062349;20.403936642;1e-09;726636305.174;1.439e-06;0.002021184;0.001376204;3.7e-08;3.9169e-05;0.002022968
0.100820862;73.26007326;0.003818156;0.266820839;0.758362461;25.269145731;232.696294927;1.982699325;0.137697046;7.262319914;-1.5693e-05;0.002046167;0.001879565;0.104424271;3.9203e-05;4.9704e-05
0.275394127;146.52014652;0.007628699;0.445870162;0.910717723;70.187957814;253.741798863;1.14508942;0.318195464;3.142722366;-3.1355e-05;0.002069361;0.002171684;0.289786248;3.9235e-05;5.1193e-05
0.419016326;219.78021978;0.011431658;0.546724314;1.071339682;109.391446872;240.237424957;0.864445115;0.421285252;2.373688597;-4.6985e-05;0.002092526;0.001916848;0.451339609;3.9267e-05;5.2032e-05
0.556250962;293.04029304;0.015227064;0.594496371;1.137023596;148.752974547;236.276165264;0.616817292;0.539659285;1.853021022;-6.2585e-05;0.002115661;0.001841587;0.613605341;3.9298e-05;5.2429e-05
0.688845968;366.3003663;0.019014948;0.635464208;1.192461692;188.708201074;233.069599365;0.426676921;0.652674384;1.532157574;-7.8153e-05;0.002138766;0.001781801;0.7782892;3.933e-05;5.277e-05
0.817320715;439.56043956;0.022795338;0.675107856;1.245931608;229.374475023;230.087873914;0.275535032;0.759165836;1.31723525;-9.3691e-05;0.002161842;0.001727102;0.945868711;3.9361e-05;5.3099e-05
0.941901247;512.820512821;0.026568264;0.715215452;1.299999372;270.796958479;227.196583115;0.152139549;0.858868418;1.164322705;-0.000109198;0.002184889;0.001674793;1.116528404;3.9392e-05;5.3433e-05
1.062711692;586.080586081;0.030333756;0.756600316;1.355801775;312.995887807;224.346734071;0.04947855;0.951725573;1.050723054;-0.000124674;0.002207907;0.001623882;1.290351221;3.9424e-05;5.3777e-05
1.17983264;659.340659341;0.034091842;0.799739426;1.413994929;355.980913299;221.516462732;-0.037057395;1.037752581;0.963620827;-0.00014012;0.002230896;0.001573925;1.467376886;3.9455e-05;5.4135e-05
1.293323377;732.600732601;0.037842553;0.844978855;1.475050311;399.756549034;218.694570017;-0.110642238;1.116995217;0.895258981;-0.000155536;0.002253856;0.001524698;1.647624142;3.9486e-05;5.4512e-05
1.403231684;805.860805861;0.041585917;0.892614308;1.539368664;444.324573055;215.874676371;-0.173544803;1.189513979;0.840679486;-0.000170922;0.002276788;0.001476079;1.831100545;3.9517e-05;5.4908e-05
1.509598646;879.120879121;0.045321962;0.942928111;1.6073316;489.685202393;213.052805755;-0.227435998;1.255377091;0.796573402;-0.000186277;0.002299692;0.001427991;2.017807268;3.9548e-05;5.5326e-05
1.612461199;952.380952381;0.049050717;0.99620903;1.67932896;535.837716377;210.226270611;-0.273575828;1.314657044;0.760654655;-0.000201603;0.002322567;0.00138039;2.207741646;3.9579e-05;5.5769e-05
1.711853575;1025.64102564;0.052772211;1.052764849;1.755776032;582.780808879;207.393111654;-0.312932149;1.367428747;0.73129953;-0.000216898;0.002345415;0.001333243;2.400898619;3.961e-05;5.6239e-05
1.807808163;1098.9010989;0.056486471;1.112931924;1.837126544;630.512797873;204.551796514;-0.346258815;1.413768472;0.707329396;-0.000232164;0.002368235;0.001286529;2.597271588;3.9641e-05;5.6739e-05
1.900356038;1172.16117216;0.060193527;1.177083754;1.923884258;679.031755477;201.701048036;-0.374148643;1.453753224;0.687874657;-0.0002474;0.002391027;0.001240233;2.796852944;3.9672e-05;5.7273e-05
