 Defined Configuration:----------------------
Number of components: 2 
Equation of State:    SRK+RG 
Mixing Rule:          VdW1f 
Components:           Methane(Lit), Ethane(Lit) 
Feed Composition:     [0.3, 0.7] 
Association Rule:     2B, 2B 
Combining Rule:       CR-1 
============================================
P(MPa);x1;y1

2.816704607;0.0001;0.000297127
2.873410872;0.005;0.014578449
2.930883594;0.01;0.028598814
2.988429299;0.015;0.04210098
3.046024419;0.02;0.05510479
3.103683362;0.025;0.067632546
3.161379049;0.03;0.079706484
3.21911919;0.035;0.091346242
3.276903464;0.04;0.102570546
3.334727518;0.045;0.113396983
3.392588798;0.05;0.123842051
3.450484111;0.055;0.133921253
3.508431808;0.06;0.143647886
3.566386837;0.065;0.153037987
3.624367681;0.07;0.162103345
3.682366331;0.075;0.170856179
3.740383971;0.08;0.179307854
3.798436812;0.085;0.187467457
3.856476975;0.09;0.195348398
3.91451965;0.095;0.202958819
3.972560355;0.1;0.210307802
4.030622394;0.105;0.217401714
4.088640611;0.11;0.22425274
4.146640691;0.115;0.230866791
4.204647656;0.12;0.237248522
4.262592061;0.125;0.243409538
4.320505672;0.13;0.249353901
4.378391958;0.135;0.255085462
4.436195474;0.14;0.260615052
4.493967072;0.145;0.265943012
4.551629146;0.15;0.271079956
4.609207521;0.155;0.276028285
4.666724632;0.16;0.280789416
4.724087808;0.165;0.285374326
4.781374908;0.17;0.289780504
4.838512839;0.175;0.294015555
4.895464337;0.18;0.29808622
4.952292622;0.185;0.301988683
5.008916954;0.19;0.305730778
5.065331717;0.195;0.309314726
5.121487699;0.2;0.31274678
5.177406661;0.205;0.316022736
5.233100589;0.21;0.319142902
5.28843454;0.215;0.322117949
5.343419715;0.22;0.324945565
5.398015581;0.225;0.327626951
5.452249769;0.23;0.330156433
5.505965316;0.235;0.332545042
5.559215764;0.24;0.33478168
5.611878565;0.245;0.33687168
5.663990523;0.25;0.338804764
5.715403184;0.255;0.340585405
5.766028666;0.26;0.342210858
5.81577245;0.265;0.343677528
5.864598288;0.27;0.344972937
5.912385585;0.275;0.346089972
5.958985662;0.28;0.347021106
6.00421987;0.285;0.347757981
6.047918704;0.29;0.348284864
6.089888109;0.295;0.348581595
6.129633644;0.3;0.348657468
6.166717674;0.305;0.348508739
6.200457646;0.31;0.348155149
6.230328566;0.315;0.347565369
6.253713407;0.32;0.346978246
6.26503244;0.325;0.346656354
6.265064475;0.33;0.346468705
6.26505718;0.335;0.346001799
