Defined Configuration:----------------------
Number of components: 1 
Equation of State:    PR 
Mixing Rule:          VdW1f 
Components:           Methane 
Feed Composition:     [0.3, 0.7] 
Association Rule:     2B 
Combining Rule:       CR-1 
============================================
P(MPa);rho(mol/m3);Cv_res;Cp_res;alfa;uJT;w;lnkT;inv_kT;kT;d2AdT2;dAdT;dPdrho;dPdT;Cv;Cp
0.0;1e-08;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-0.041352674;1.0;1.0;1.0;1.0;1.0
0.144268357;74.622544577;1.9e-08;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.009669563;1.0;1.0;1.0;1.0;1.0
0.345059209;149.245089153;3.8e-08;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.011214225;1.0;1.0;1.0;1.0;1.0
0.489941497;223.86763373;5.6e-08;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.012113139;1.0;1.0;1.0;1.0;1.0
0.658635251;298.490178307;7.5e-08;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.012747713;1.0;1.0;1.0;1.0;1.0
0.816239139;373.112722883;9.4e-08;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.013237475;1.0;1.0;1.0;1.0;1.0
0.975610505;447.73526746;1.12e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.013635665;1.0;1.0;1.0;1.0;1.0
1.132373802;522.357812037;1.31e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.013970684;1.0;1.0;1.0;1.0;1.0
1.287985952;596.980356613;1.49e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.014259483;1.0;1.0;1.0;1.0;1.0
1.442022454;671.60290119;1.67e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.014512997;1.0;1.0;1.0;1.0;1.0
1.594650263;746.225445767;1.85e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.014738692;1.0;1.0;1.0;1.0;1.0
1.745854832;820.847990344;2.04e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.014941892;1.0;1.0;1.0;1.0;1.0
1.89567622;895.47053492;2.22e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.015126529;1.0;1.0;1.0;1.0;1.0
2.044137829;970.093079497;2.4e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.015295588;1.0;1.0;1.0;1.0;1.0
2.191267548;1044.71562407;2.58e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.01545139;1.0;1.0;1.0;1.0;1.0
2.337091496;1119.33816865;2.76e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.015595774;1.0;1.0;1.0;1.0;1.0
2.481635846;1193.96071323;2.93e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.015730223;1.0;1.0;1.0;1.0;1.0
2.624926297;1268.5832578;3.11e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.015855951;1.0;1.0;1.0;1.0;1.0
2.76698823;1343.20580238;3.29e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.015973961;1.0;1.0;1.0;1.0;1.0
