 Defined Configuration:----------------------
Number of components: 1 
Equation of State:    CPA+RG 
Mixing Rule:          VdW1f 
Components:           Methanol 
Feed Composition:     [0.5, 0.5] 
Association Rule:     2B 
Combining Rule:       CR-1 
============================================
T;rhov;rhol;P

300.0;-4.340929735;24593.9757661;0.000619511
312.299158348;14.873028912;24224.8792774;0.007494621
324.404161472;32.70604472;23848.6570101;0.036494489
336.312136955;50.124414263;23463.5493286;0.084290029
348.018849412;68.148871467;23067.9172583;0.148997009
359.518733605;88.438433449;22659.9370434;0.230061118
370.80448291;116.834621675;22237.8371508;0.329346634
381.864984175;178.779862553;21800.7600108;0.462027688
392.675974249;238.026493762;21348.0211192;0.634147753
403.230971562;319.129234898;20877.7313539;0.846565543
413.510272621;416.124080917;20388.8410909;1.104347624
423.496631126;533.506685708;19880.0219758;1.410123524
433.169888771;673.245490161;19349.9107182;1.765591713
442.508221385;837.802619928;18797.0172841;2.171116348
451.487828717;1029.92539426;18219.6344432;2.625561378
460.082683242;1252.80334745;17615.6400782;3.126156664
468.264101607;1510.37322685;16982.2454783;3.668388628
476.000037733;1807.88593381;16315.4759729;4.245891474
483.253832753;2152.88446931;15609.2253068;4.850308016
489.982003171;2557.26428405;14853.2094477;5.471062228
496.129975753;3042.34647146;14027.8669176;6.094903827
501.622735976;3654.30788524;13088.0659887;6.704845803
506.339615028;4541.85382476;11879.2918082;7.277243994
508.173974524;5247.54662165;11014.4142983;7.516249872
509.091154272;6423.76214447;7560.90550031;7.640658282
509.091154272;6423.76214447;7560.90550031;7.640658282
509.091154272;6423.76214447;7560.90550031;7.640658282
509.091154272;6423.76214447;7560.90550031;7.640658282
509.148478006;6912.03111886;6912.03111886;7.647759421
