 Defined Configuration:----------------------
Number of components: 1 
Equation of State:    CPA+RG 
Mixing Rule:          VdW1f 
Components:           Methanol 
Feed Composition:     [0.5, 0.5] 
Association Rule:     2B 
Combining Rule:       CR-1 
============================================
T;rhov;rhol;P

300.0;-4.295133144;24600.0371585;0.000607051
312.302166146;14.905518703;24231.6025103;0.007533435
324.410514642;32.730548715;23856.0971618;0.03657562
336.322197948;50.144980069;23471.9193936;0.08441357
348.033085155;68.169852382;23077.1876618;0.149170256
359.53759406;88.467401495;22670.289003;0.230298727
370.82850486;116.911743704;22249.4440397;0.329681024
381.894771008;178.936884533;21813.8502744;0.462573584
392.712227703;238.125160563;21362.8606024;0.634918255
403.274595424;319.162734314;20894.6455491;0.847589929
413.562336832;415.978732093;20408.2263279;1.105643934
423.55846063;533.020184436;19902.3609276;1.411692179
433.243131001;672.1641467;19375.8390916;1.767411402
442.594968474;835.735668512;18827.3532999;2.173144973
451.590777289;1026.30404312;18255.4339607;2.627743102
460.205342248;1246.77913879;17658.3222672;3.128438023
468.411113812;1500.65683238;17033.7591402;3.670749938
476.177664966;1792.48517739;16378.6221175;4.248400197
483.470733436;2128.58854633;15688.2573941;4.853209287
490.25056786;2518.47717472;14955.133851;5.474937078
496.468896198;2978.11733724;14165.7597283;6.100968254
502.062717394;3538.42727942;13292.1741913;6.715599788
506.93959085;4276.28259795;12260.3831559;7.298218682
510.931641129;5564.49843809;10702.0415972;7.817666229
511.031641129;5631.23134409;10628.5727685;7.83138298
511.623834024;6218.82910836;10016.5131665;7.913784186
511.919930471;7291.95126305;9202.43414312;7.956224965
511.919930471;7291.95123022;9202.43421505;7.956224965
511.919930471;7291.95113407;9202.43427425;7.956224965
511.956942527;8524.46252179;8524.46252179;7.961813237
