 Defined Configuration:----------------------
Number of components: 1 
Equation of State:    CPA+RG 
Mixing Rule:          VdW1f 
Components:           Methanol 
Feed Composition:     [0.5, 0.5] 
Association Rule:     2B 
Combining Rule:       CR-1 
============================================
T;rhov;rhol;P

300.0;-5.842986804;24586.0463076;0.001073397
312.295944647;14.277530906;24216.1926075;0.006636734
324.396902186;32.777884743;23839.2298633;0.035343036
336.300128175;50.737287532;23453.3452654;0.083476498
348.001432164;69.249147413;23056.8529272;0.148959108
359.495234054;90.047725184;22647.9234626;0.23114688
370.774171922;119.251462873;22224.8529265;0.331927181
381.826972654;179.144896446;21786.6664352;0.465494574
392.630733423;241.122564616;21332.629598;0.638475188
403.17648694;323.633271759;20861.0199308;0.852872475
413.44518027;423.469719232;20370.7582385;1.113373337
423.418824529;544.704733189;19860.547207;1.422926896
433.076745766;689.521374361;19329.1436121;1.783344841
442.396556885;860.602689355;18775.1573149;2.194987709
451.353834198;1060.88671642;18197.0245735;2.656620195
459.921903126;1294.03453101;17592.8804358;3.165317041
468.071326079;1564.63636159;16960.3277305;3.716374747
475.769171763;1878.73216651;16296.1131562;4.303203169
482.977862258;2244.60463841;15595.4904612;4.9171574
489.65330517;2674.15025508;14850.9947692;5.547244509
495.741727427;3185.65151593;14049.7592891;6.179609449
501.173781313;3811.09771838;13166.5947256;6.796583774
505.851529817;4621.0412622;12141.0340392;7.374672272
509.611526205;5872.6289224;10750.2420631;7.879111534
510.83092949;6911.05142507;9741.89648012;8.053651678
510.83092949;6911.05142507;9741.89648012;8.053651678
511.135780312;7543.25439774;9169.78039897;8.098701836
511.135780312;7543.25439774;9169.78039897;8.098701836
511.211993017;7842.37486561;8897.88946967;8.110099722
511.25009937;8381.09948996;8381.09948996;8.115822506
