Defined Configuration:----------------------
Number of components: 1 
Equation of State:    PR 
Mixing Rule:          VdW1f 
Components:           Methane 
Feed Composition:     [0.3, 0.7] 
Association Rule:     2B 
Combining Rule:       CR-1 
============================================
P(MPa);rho(mol/m3);Cv_res;Cp_res;alfa;uJT;w;lnkT;inv_kT;kT;d2AdT2;dAdT;dPdrho;dPdT;Cv;Cp
1e-09;1e-08;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-0.050542158;1.0;1.0;1.0;1.0;1.0
0.17671345;74.622544577;1.5e-08;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.011823531;1.0;1.0;1.0;1.0;1.0
0.423274777;149.245089153;3.1e-08;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.013716606;1.0;1.0;1.0;1.0;1.0
0.602259215;223.86763373;4.6e-08;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.014820414;1.0;1.0;1.0;1.0;1.0
0.811093527;298.490178307;6.1e-08;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.015601119;1.0;1.0;1.0;1.0;1.0
1.00711186;373.112722883;7.6e-08;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.016204811;1.0;1.0;1.0;1.0;1.0
1.206020253;447.73526746;9.1e-08;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.016696563;1.0;1.0;1.0;1.0;1.0
1.402462483;522.357812037;1.06e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.017111086;1.0;1.0;1.0;1.0;1.0
1.598211062;596.980356613;1.21e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.017469099;1.0;1.0;1.0;1.0;1.0
1.792739146;671.60290119;1.36e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.017783967;1.0;1.0;1.0;1.0;1.0
1.986242929;746.225445767;1.51e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.018064814;1.0;1.0;1.0;1.0;1.0
2.178696927;820.847990344;1.65e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.018318149;1.0;1.0;1.0;1.0;1.0
2.370142538;895.47053492;1.8e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.018548776;1.0;1.0;1.0;1.0;1.0
2.56060095;970.093079497;1.95e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.018760346;1.0;1.0;1.0;1.0;1.0
2.750098969;1044.71562407;2.09e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.018955695;1.0;1.0;1.0;1.0;1.0
2.938661382;1119.33816865;2.24e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.01913707;1.0;1.0;1.0;1.0;1.0
3.126313172;1193.96071323;2.38e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.019306285;1.0;1.0;1.0;1.0;1.0
3.313078875;1268.5832578;2.53e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.019464822;1.0;1.0;1.0;1.0;1.0
3.498982767;1343.20580238;2.67e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.019613909;1.0;1.0;1.0;1.0;1.0
3.68404882;1417.82834696;2.81e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.019754575;1.0;1.0;1.0;1.0;1.0
3.868300717;1492.45089153;2.96e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.019887689;1.0;1.0;1.0;1.0;1.0
4.051761862;1567.07343611;3.1e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.020013995;1.0;1.0;1.0;1.0;1.0
4.234455379;1641.69598069;3.24e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.020134131;1.0;1.0;1.0;1.0;1.0
4.416404128;1716.31852526;3.38e-07;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.02024865;1.0;1.0;1.0;1.0;1.0
