515.75;7.150461966;5757.40848344;3.00E-10;1.0
514.55;7.131980922;5889.4295952;3.10E-10;1.0
513.9;7.162355971;6151.86180515;3.20E-10;1.0
514.05;7.270468584;6763.66695719;3.31E-10;1.0
514.45;7.397753637;6871.53786558;3.41E-10;1.0
514.65;7.493971838;6869.92785202;3.51E-10;1.0
514.7;7.567125103;6829.67751307;3.61E-10;1.0
514.6;7.618719951;6778.15707922;3.71E-10;1.0
514.3;7.644061047;6718.58657757;3.81E-10;1.0
513.95;7.661665991;6697.65640132;3.92E-10;1.0
513.45;7.660440563;6626.81580477;4.02E-10;1.0
512.95;7.658168968;6602.66560139;4.12E-10;1.0
512.35;7.643529885;6544.70511331;4.22E-10;1.0
511.76;7.629233624;6522.16492349;4.32E-10;1.0
511.16;7.612972605;6499.62473368;4.42E-10;1.0
510.61;7.601471588;6477.08454387;4.53E-10;1.0
510.03;7.585515701;6493.18467945;4.63E-10;1.0
509.53;7.577413807;6506.06478791;4.73E-10;1.0
509.08;7.573549672;6533.4350184;4.83E-10;1.0
508.73;7.579419069;6583.3454387;4.93E-10;1.0
508.48;7.594828717;6647.74598102;5.03E-10;1.0
508.38;7.625423742;6752.39686229;5.14E-10;1.0
508.43;7.671081575;6905.3481503;5.24E-10;1.0
508.73;7.743901385;7154.90025179;5.34E-10;1.0
509.4;7.859803169;7649.1744141;5.44E-10;1.0
510.7;8.057284895;8452.57117955;5.54E-10;1.0
512.27;8.289327881;8721.44344373;5.64E-10;1.0
513.82;8.514002426;8806.77416231;5.75E-10;1.0
515.28;8.721134773;8832.53437924;5.85E-10;1.0
516.64;8.909825253;8826.09432501;5.95E-10;1.0
517.89;9.079087776;8809.99418943;6.05E-10;1.0
519.05;9.23266142;8787.45399961;6.15E-10;1.0
520.11;9.369419833;8758.47375557;6.25E-10;1.0
521.08;9.491362239;8726.27348441;6.36E-10;1.0
521.98;9.601991337;8697.29324036;6.46E-10;1.0
522.79;9.698438738;8663.48295565;6.56E-10;1.0
523.54;9.785665271;8636.11272516;6.66E-10;1.0
524.24;9.865418411;8608.74249467;6.76E-10;1.0
524.89;9.937838377;8563.66211505;6.86E-10;1.0
525.45;9.996838028;8555.61204726;6.97E-10;1.0
526.0;10.054943761;8531.46184389;7.07E-10;1.0
526.5;10.106009414;8510.53166763;7.17E-10;1.0
526.95;10.150101169;8487.99147782;7.27E-10;1.0
527.4;10.1949514;8471.89134224;7.37E-10;1.0
527.8;10.232883962;8471.89134224;7.47E-10;1.0
528.15;10.263926472;8434.86103041;7.58E-10;1.0
528.5;10.295744869;8421.98092194;7.68E-10;1.0
528.81;10.32221448;8402.66075925;7.78E-10;1.0
529.11;10.347905857;8391.39066434;7.88E-10;1.0
529.41;10.374326814;8373.6805152;7.98E-10;1.0
529.66;10.393841263;8368.85047453;8.08E-10;1.0
529.91;10.414050121;8355.97036607;8.19E-10;1.0
530.16;10.434922518;8347.92029828;8.29E-10;1.0
530.36;10.44885212;8331.8201627;8.39E-10;1.0
530.57;10.464918484;8323.77009491;8.49E-10;1.0
530.77;10.48006549;8317.33004067;8.59E-10;1.0
530.97;10.495785661;8309.27997288;8.69E-10;1.0
531.13;10.506003266;8304.44993221;8.80E-10;1.0
531.29;10.516753212;8296.39986442;8.90E-10;1.0
531.45;10.528010023;8289.95981019;9.00E-10;1.0
515.4;7.161512268;5796.04880883;3.00E-10;1.2
514.32;7.153409554;5968.32025954;3.10E-10;1.2
513.82;7.197659495;6320.91322874;3.20E-10;1.2
514.12;7.320553095;6847.38766221;3.31E-10;1.2
514.52;7.445628045;6921.44828588;3.41E-10;1.2
514.77;7.545829763;6903.73813674;3.51E-10;1.2
514.82;7.617052351;6858.65775712;3.61E-10;1.2
514.68;7.662068382;6800.69726903;3.71E-10;1.2
514.43;7.691559618;6747.56682161;3.81E-10;1.2
514.04;7.702803645;6699.26641488;3.92E-10;1.2
513.59;7.705760819;6652.57602169;4.02E-10;1.2
513.09;7.701907603;6610.71566918;4.12E-10;1.2
512.54;7.691436141;6578.51539802;4.22E-10;1.2
511.95;7.675592302;6552.7551811;4.32E-10;1.2
511.4;7.663509855;6539.87507263;4.42E-10;1.2
510.85;7.650508273;6535.04503196;4.53E-10;1.2
510.3;7.636435703;6538.26505907;4.63E-10;1.2
509.85;7.632536094;6560.80524889;4.73E-10;1.2
509.45;7.632885439;6588.17547937;4.83E-10;1.2
509.15;7.643012654;6630.03583188;4.93E-10;1.2
508.95;7.662701063;6729.85667248;5.03E-10;1.2
508.9;7.697623212;6840.94760798;5.14E-10;1.2
509.05;7.753711314;7034.14923494;5.24E-10;1.2
509.46;7.838518908;7343.27183808;5.34E-10;1.2
510.34;7.980494473;7967.95709859;5.44E-10;1.2
511.75;8.192250514;8536.29188456;5.54E-10;1.2
513.3;8.420369742;8721.44344373;5.64E-10;1.2
514.8;8.636774783;8792.28404029;5.75E-10;1.2
516.2;8.834253794;8803.55413519;5.85E-10;1.2
517.5;9.013458887;8800.33410808;5.95E-10;1.2
518.7;9.174984814;8785.84398606;6.05E-10;1.2
519.8;9.319354766;8760.08376913;6.15E-10;1.2
520.8;9.447031143;8729.49351152;6.25E-10;1.2
521.75;9.566311384;8710.17334883;6.36E-10;1.2
522.6;9.669606148;8673.14303699;6.46E-10;1.2
523.36;9.758795614;8642.55277939;6.56E-10;1.2
524.08;9.841949756;8616.79256246;6.66E-10;1.2
524.74;9.916104138;8584.5922913;6.76E-10;1.2
525.35;9.982956579;8560.44208793;6.86E-10;1.2
525.91;10.042623137;8539.51191168;6.97E-10;1.2
526.42;10.095198107;8513.75169475;7.07E-10;1.2
526.92;10.146919257;8484.77145071;7.17E-10;1.2
527.34;10.187039461;8473.5013558;7.27E-10;1.2
527.75;10.226380641;8455.79120666;7.37E-10;1.2
528.12;10.260345217;8438.08105752;7.47E-10;1.2
528.48;10.293543066;8418.76089483;7.58E-10;1.2
528.83;10.325960064;8399.44073213;7.68E-10;1.2
529.13;10.351485438;8391.39066434;7.78E-10;1.2
529.4;10.373170856;8381.73058299;7.88E-10;1.2
529.67;10.395574738;8370.46048809;7.98E-10;1.2
529.92;10.415632214;8355.97036607;8.08E-10;1.2
530.17;10.436359193;8346.31028472;8.19E-10;1.2
530.38;10.451666223;8331.8201627;8.29E-10;1.2
530.59;10.467598666;8325.38010846;8.39E-10;1.2
530.79;10.482621209;8317.33004067;8.49E-10;1.2
530.99;10.498224008;8309.27997288;8.59E-10;1.2
531.16;10.50984388;8302.83991865;8.69E-10;1.2
531.33;10.522000551;8296.39986442;8.80E-10;1.2
531.49;10.533160562;8288.34979663;8.90E-10;1.2
531.64;10.543303104;8280.29972884;9.00E-10;1.2
515.1;7.179959829;5841.12918846;3.00E-10;1.411111111
514.11;7.179169677;6008.57059849;3.10E-10;1.411111111
513.78;7.239501082;6462.59442185;3.20E-10;1.411111111
514.23;7.377363948;6932.71838079;3.31E-10;1.411111111
514.64;7.501312149;6963.30863839;3.41E-10;1.411111111
514.89;7.599341102;6939.15843502;3.51E-10;1.411111111
514.94;7.668500836;6890.85802828;3.61E-10;1.411111111
514.8;7.711538153;6837.72758086;3.71E-10;1.411111111
514.55;7.739156294;6779.76709278;3.81E-10;1.411111111
514.2;7.753284556;6712.14652334;3.92E-10;1.411111111
513.75;7.754478019;6638.08589967;4.02E-10;1.411111111
513.25;7.748878083;6647.74598102;4.12E-10;1.411111111
512.75;7.74249574;6617.15572342;4.22E-10;1.411111111
512.2;7.729562431;6610.71566918;4.32E-10;1.411111111
511.65;7.715822861;6580.12541158;4.42E-10;1.411111111
511.1;7.701157173;6581.73542514;4.53E-10;1.411111111
510.62;7.693452039;6591.39550649;4.63E-10;1.411111111
510.22;7.693678996;6617.15572342;4.73E-10;1.411111111
509.83;7.693483071;6654.18603525;4.83E-10;1.411111111
509.58;7.707726302;6716.97656401;4.93E-10;1.411111111
509.45;7.733899899;6816.79740461;5.03E-10;1.411111111
509.5;7.779043618;6953.64855704;5.14E-10;1.411111111
509.75;7.845598108;7180.66046872;5.24E-10;1.411111111
510.33;7.950335176;7565.45370908;5.34E-10;1.411111111
511.4;8.116731047;8209.45913229;5.44E-10;1.411111111
512.85;8.333190609;8578.15223707;5.54E-10;1.411111111
514.33;8.549689846;8715.0033895;5.64E-10;1.411111111
515.75;8.753087678;8764.9138098;5.75E-10;1.411111111
517.1;8.942541008;8782.62395894;5.85E-10;1.411111111
518.35;9.113915221;8771.35386403;5.95E-10;1.411111111
519.48;9.264585146;8756.86374201;6.05E-10;1.411111111
520.53;9.401418864;8731.10352508;6.15E-10;1.411111111
521.5;9.524832985;8706.95332171;6.25E-10;1.411111111
