 Defined Configuration:----------------------
Number of components: 3 
Equation of State:    SRK 
Mixing Rule:          VdW1f 
Components:           nC20, CH4, CO2(4C) 
Feed Composition:     [0.2, 0.3, 0.5] 
Association Rule:     4C, 4C, 4C 
Combining Rule:       CR-1 
============================================
Phase 1;Phase 2;T(K);P(MPa)
0.912018891;0.2;662.335626652;1.526379866
0.911463284;0.2;662.588153926;1.534737436
0.910904157;0.2;662.840581972;1.543139734
0.91034149;0.2;663.09290927;1.551587015
0.909775259;0.2;663.345134291;1.560079534
0.909205441;0.2;663.597255498;1.568617548
0.908632015;0.2;663.849271343;1.577201315
0.908054956;0.2;664.101180271;1.585831096
0.907474243;0.2;664.352980714;1.594507154
0.906889852;0.2;664.604671098;1.603229753
0.906301759;0.2;664.856249837;1.61199916
0.905709942;0.2;665.107715336;1.620815643
0.905114376;0.2;665.359065989;1.629679472
0.904515038;0.2;665.610300183;1.638590921
0.903911904;0.2;665.86141629;1.647550262
0.90330495;0.2;666.112412677;1.656557774
0.902694151;0.2;666.363287697;1.665613733
0.902079483;0.2;666.614039693;1.674718422
0.901460923;0.2;666.864667;1.683872123
0.900838444;0.2;667.115167938;1.69307512
0.900212023;0.2;667.365540821;1.702327701
0.899581634;0.2;667.615783948;1.711630154
0.898947252;0.2;667.865895609;1.720982773
0.898308851;0.2;668.115874082;1.730385849
0.897666407;0.2;668.365717634;1.73983968
0.896376098;0.2;668.865339283;1.758901681
0.895062589;0.2;669.364058756;1.778169349
0.893732389;0.2;669.862203238;1.797646091
0.892385284;0.2;670.359758252;1.817334398
0.89102106;0.2;670.85670912;1.8372368
0.889639499;0.2;671.35304096;1.857355866
0.888240382;0.2;671.84873868;1.877694211
0.886823485;0.2;672.343786976;1.898254487
0.885388583;0.2;672.838170322;1.919039394
0.883935446;0.2;673.331872968;1.940051673
0.882463844;0.2;673.824878932;1.961294114
0.880973541;0.2;674.317171997;1.98276955
0.879464301;0.2;674.8087357;2.004480866
0.877935883;0.2;675.299553331;2.026430991
0.876388043;0.2;675.78960792;2.04862291
0.874820535;0.2;676.278882238;2.071059654
0.87323311;0.2;676.767358783;2.093744311
0.871625515;0.2;677.255019775;2.116680021
0.869997494;0.2;677.741847148;2.139869978
0.868348787;0.2;678.227822544;2.163317437
0.866679134;0.2;678.712927303;2.187025707
0.864988267;0.2;679.197142452;2.210998161
0.863275918;0.2;679.680448701;2.235238229
0.861541815;0.2;680.16282643;2.259749408
0.859785682;0.2;680.64425568;2.284535256
0.85800724;0.2;681.124716146;2.309599401
0.856206207;0.2;681.604187162;2.334945538
0.854382296;0.2;682.082647693;2.360577429
0.852535217;0.2;682.560076322;2.386498912
0.850664677;0.2;683.036451242;2.412713898
0.84877038;0.2;683.51175024;2.439226372
0.846852024;0.2;683.985950686;2.466040398
0.844909305;0.2;684.459029519;2.493160121
0.842941916;0.2;684.930963235;2.520589768
0.840949543;0.2;685.401727872;2.548333651
0.838931871;0.2;685.871298996;2.576396167
0.836888581;0.2;686.339651683;2.604781805
0.834819348;0.2;686.806760507;2.633495147
0.832723845;0.2;687.272599522;2.662540867
0.83060174;0.2;687.737142241;2.691923738
0.828452697;0.2;688.200361624;2.721648636
0.826276376;0.2;688.662230056;2.751720537
0.824072433;0.2;689.122719327;2.782144525
0.821840519;0.2;689.581800615;2.812925794
0.819580282;0.2;690.03944446;2.844069652
0.817291365;0.2;690.495620746;2.875581522
0.814973405;0.2;690.950298674;2.907466948
0.812626038;0.2;691.403446744;2.939731598
0.810248893;0.2;691.855032724;2.972381269
0.807841594;0.2;692.305023625;3.005421887
0.805403764;0.2;692.753385677;3.038859517
0.802935016;0.2;693.200084298;3.072700363
0.800434964;0.2;693.645084063;3.106950772
0.797903212;0.2;694.088348676;3.141617245
0.795339364;0.2;694.529840933;3.176706433
0.792743015;0.2;694.969522695;3.212225149
0.790113759;0.2;695.407354844;3.24818037
0.787451182;0.2;695.843297254;3.284579243
0.784754866;0.2;696.277308746;3.321429091
0.782024388;0.2;696.709347047;3.358737419
0.779259321;0.2;697.139368756;3.396511921
0.776459232;0.2;697.567329288;3.434760484
0.773623681;0.2;697.993182834;3.473491197
0.770752227;0.2;698.416882312;3.512712358
0.76784442;0.2;698.838379311;3.552432479
0.764899806;0.2;699.257624043;3.592660297
0.761917926;0.2;699.674565282;3.63340478
0.758898314;0.2;700.089150307;3.674675134
0.755840501;0.2;700.501324839;3.716480816
0.752744011;0.2;700.911032977;3.758831537
0.749608362;0.2;701.318217126;3.801737279
0.746433068;0.2;701.722817929;3.845208297
0.743217635;0.2;702.124774187;3.889255135
0.739961566;0.2;702.524022784;3.933888636
0.736664356;0.2;702.920498599;3.979119951
0.733325496;0.2;703.314134418;4.024960553
0.729944468;0.2;703.704860844;4.07142225
0.726520753;0.2;704.092606197;4.118517194
0.723053823;0.2;704.477296408;4.166257901
0.719543143;0.2;704.858854916;4.21465726
0.715988174;0.2;705.237202549;4.263728551
0.712388372;0.2;705.612257403;4.31348546
0.708743183;0.2;705.983934714;4.363942096
0.705052051;0.2;706.352146725;4.415113008
0.701314411;0.2;706.716802542;4.467013203
0.697529694;0.2;707.07780798;4.519658165
0.693697323;0.2;707.435065406;4.573063879
0.689816715;0.2;707.788473572;4.627246847
0.685887283;0.2;708.137927431;4.682224113
0.68190843;0.2;708.483317948;4.738013289
0.677879557;0.2;708.824531902;4.794632575
0.673800054;0.2;709.161451671;4.85210079
0.66966931;0.2;709.493955002;4.910437397
0.665486702;0.2;709.821914776;4.969662533
0.661251606;0.2;710.145198748;5.02979704
0.656963388;0.2;710.463669276;5.0908625
0.65262141;0.2;710.777183034;5.152881265
0.648225026;0.2;711.085590703;5.215876498
0.643773585;0.2;711.388736638;5.279872207
0.63926643;0.2;711.686458528;5.344893293
0.634702896;0.2;711.978587016;5.410965586
0.630082315;0.2;712.2649453;5.478115897
0.62540401;0.2;712.545348715;5.546372063
0.6206673;0.2;712.81960427;5.615763001
0.615871498;0.2;713.087510169;5.686318761
0.611015909;0.2;713.348855286;5.758070588
0.606099835;0.2;713.603418608;5.831050982
0.601122572;0.2;713.85096864;5.905293764
0.59113651;0.2;714.335233188;6.057165952
0.58074859;0.2;714.77797287;6.215023195
0.570101867;0.2;715.187371561;6.378692927
0.559190483;0.2;715.560895889;6.548529822
0.548190264;0.2;715.890109293;6.721973026
0.537055733;0.2;716.17572484;6.900010017
0.525794566;0.2;716.415938048;7.082762464
0.503452064;0.2;716.824938597;7.462916605
0.472891539;0.2;717.04066859;8.001716078
0.431584396;0.2;716.754610051;8.78110565
0.408458187;0.2;715.932531438;9.202874527
0.395067335;0.2;715.42468212;9.468131808
0.38638489;0.2;715.058944975;9.64604381
0.37789326;0.2;714.682908604;9.826104532
0.369588251;0.2;714.276103052;10.005683625
0.361465763;0.2;713.839398285;10.184802272
0.353521784;0.2;713.373607454;10.363479174
0.345752391;0.2;712.879488583;10.54173116
0.341931961;0.2;712.611468775;10.629393647
0.338153746;0.2;712.347314553;10.718278995
0.334417279;0.2;712.076413543;10.807065316
0.330722098;0.2;711.798848145;10.895753635
0.327067748;0.2;711.514694735;10.984345387
0.323453777;0.2;711.224027288;11.072841909
0.319879738;0.2;710.926917458;11.161244445
0.316345192;0.2;710.623434705;11.249554147
0.312849701;0.2;710.313646366;11.337772078
0.309392833;0.2;709.997617761;11.42589921
0.305974163;0.2;709.675412245;11.513936434
0.302593267;0.2;709.347091345;11.601884552
0.29924973;0.2;709.012714788;11.689744284
0.295943137;0.2;708.672340578;11.777516273
0.29267308;0.2;708.326025101;11.865201077
0.289439157;0.2;707.97382318;11.952799179
0.286240967;0.2;707.615788088;12.040310986
0.283078115;0.2;707.251971696;12.127736828
0.279950212;0.2;706.882424446;12.215076966
0.276856871;0.2;706.507195485;12.30233158
0.273797711;0.2;706.126332658;12.389500786
0.270772353;0.2;705.739882594;12.476584628
