Methanol;Methanol;
2.66691923461558E-10;8.0003972779;
1.79118095401175E-10;8.0748033118;
2.72452370055437E-10;8.0369069243;
2.73404176546073E-10;7.7692181986;
2.6467818634857E-10;7.9433084993;
2.18671654712966E-10;7.759313622;
2.66734220833834E-10;7.9630590267;
2.77364753913969E-10;7.76142862;
2.73280354163658E-10;7.711980695;
2.71701532874717E-10;7.9527587071;
2.62470266635442E-10;7.8087736161;
1.06054737654581E-10;7.7800178951;
2.70733583692099E-10;7.7657460943;
2.73420388587643E-10;7.7038683283;
2.72654278310044E-10;7.4992755816;
2.78169409544429E-10;7.6422883657;
2.65893681010339E-10;7.4528162022;
2.79831970787124E-10;7.6089680553;
2.72812657111339E-10;7.629289642;
2.69828944798563E-10;7.7926947903;
2.81092523781091E-10;7.6155437841;
1.21597688091204E-10;7.6306662998;
2.71534474134362E-10;7.6382263068;
2.73422631125272E-10;7.7321361667;
2.78454408549428E-10;7.8761049318;
3.02724182723695E-10;7.8713961994;
2.77647773530881E-10;7.5921993529;
2.79488664739731E-10;7.7259547278;
2.73078825296328E-10;7.8197408583;
2.73405403785457E-10;7.7008659731;
2.86758919383847E-10;7.7014807456;
2.09686905511865E-10;7.8227445589;
2.75057399161782E-10;7.6453295571;
2.7340123224362E-10;7.8352059243;
2.77274986533383E-10;7.9281760536;
3.12441016084755E-10;7.9815926798;
2.82357991398556E-10;7.776204627;
2.7476725214905E-10;7.8617536316;
2.73328589494452E-10;7.8601903993;
2.75193429892568E-10;7.7546390682;
2.60893319591219E-10;7.8020900345;
3.2986588077953E-10;7.8298409022;
2.73834021044339E-10;7.9008922066;
2.73390532802794E-10;7.8867408031;
2.69230295792311E-10;7.9511813927;
2.6657980767618E-10;7.8976897643;
2.64161772352418E-10;8.0137617393;
2.71898503542839E-10;7.8754462222;
2.73534449219169E-10;7.8552803828;
2.74757821046618E-10;7.864549598;
2.79076300762062E-10;7.9138325102;
2.79356830305569E-10;7.8446692253;
2.7309299652447E-10;7.9620161947;
2.73390578377606E-10;7.7913941824;
2.68230934108183E-10;7.9278822254;
2.45341555998163E-10;7.7118154437;
2.66196817231194E-10;7.7637800307;
2.7122317797812E-10;7.8686017144;
2.73385610048496E-10;7.8180296883;
2.73575603719645E-10;7.8555254387;
2.85479041156246E-10;7.9527267723;
2.40317904261377E-10;7.8511382419;
2.73209310637177E-10;7.7528066667;
2.73379659545499E-10;7.7473438642;
2.73560910188889E-10;7.7687254917;
2.69248736028906E-10;7.7756211064;
2.69206008420297E-10;7.7140963374;
2.73433498576464E-10;7.7437835486;
2.73311190463159E-10;7.799404341;
2.72835922695746E-10;7.777504837;
2.83464479016066E-10;7.9052295171;
2.51199854126911E-10;7.8118505185;
2.73597174410032E-10;7.6874860404;
2.73385857494791E-10;7.8149989576;
2.75986842738282E-10;7.804726081;
2.84918716596606E-10;7.8307870734;
2.74425954211341E-10;7.6954685155;
2.74526898662069E-10;7.8078059714;
2.73286244438482E-10;7.8314887185;
2.73511739047989E-10;7.8055611716;
2.589849334951E-10;7.8015183399;
2.73957127832597E-10;7.799331661;
2.73981851986048E-10;7.731467716;
2.74512225234793E-10;7.822105474;
2.74893849619732E-10;7.8191450733;
2.66137157703956E-10;7.8406407551;
2.76685182615111E-10;7.8093295533;
2.74311861208029E-10;7.8385118698;
2.74634949903979E-10;7.8011478948;
2.74256938018931E-10;7.8040819806;
2.62870720758229E-10;7.7452135126;
2.85335764685441E-10;7.7930722322;
2.74158048514943E-10;7.908939993;
2.7462167781304E-10;7.7937094003;
2.73626540512964E-10;7.8233284224;
2.71323820531394E-10;7.8156160275;
2.73914344547988E-10;7.8502367777;
2.73453517765201E-10;7.7993646458;
2.73876782677593E-10;7.7837309396;
2.7399006219442E-10;7.8032481892;
2.81566327424945E-10;7.776865909;
2.74399604798468E-10;7.7936178964;
2.73722343334005E-10;7.9902801562;
2.73238804956121E-10;7.7787033931;
2.73095147892935E-10;7.7776741779;
2.78934948046157E-10;7.7704312945;
2.72489646157722E-10;7.7657231177;
2.73037863735123E-10;7.7508445189;
2.734976990644E-10;7.7750224619;
2.73697680105879E-10;7.7868207266;
2.7986003754809E-10;7.8062314462;
2.68453460513715E-10;7.7766399295;
2.73567501787928E-10;7.8139390436;
2.72844604750678E-10;7.7728827771;
2.72952863533758E-10;7.7572560234;
2.75155925500754E-10;7.7641282797;
2.72394314773381E-10;7.7425316108;
2.7401005051745E-10;7.7280581669;
2.73358105731676E-10;7.7843118114;
2.73694381033912E-10;7.7716099672;
2.69522894435022E-10;7.7680688322;
2.78873232575777E-10;7.7689838419;
2.73534211972495E-10;7.6811388269;
2.74869666462541E-10;7.7812265625;
2.75165295096726E-10;7.7986311502;
2.70071690906061E-10;7.7623963973;
2.74797352994306E-10;7.744790729;
2.74461951969203E-10;7.7401507132;
2.73706881797682E-10;7.7889199519;
2.73784639276239E-10;7.7835540122;
2.64829050328781E-10;7.7595715374;
2.75154841413011E-10;7.7886322868;
2.73925177489285E-10;7.7444479825;
2.73639279868968E-10;7.7877310727;
2.75914560017863E-10;7.8017313941;
2.75025080519872E-10;7.7674159079;
2.75068677332767E-10;7.83191772;
2.73345470244427E-10;7.748883011;
2.73935430972395E-10;7.7784494695;
2.73839516370695E-10;7.7896805565;
2.71274334712592E-10;7.7891260247;
2.72680017457407E-10;7.7892593771;
2.74124280656274E-10;7.8248332101;
2.732248492805E-10;7.7693690357;
2.74977777578998E-10;7.7458664562;
2.77290116587877E-10;7.770832232;
2.74081582752175E-10;7.8199437275;
2.73749201116652E-10;7.7954553124;
2.74049705559751E-10;7.7732142284;
2.739707774079E-10;7.777489461;
2.80263326817489E-10;7.7939381024;
2.73673434971436E-10;7.7710299431;
2.7420575481278E-10;7.8047874436;
2.74953283334933E-10;7.7654739359;
2.73618020354083E-10;7.7822859821;
2.71052258643047E-10;7.7750675935;
2.73517484085235E-10;7.7240601998;
2.74085537233253E-10;7.7753232339;
2.74106842853429E-10;7.7705966078;
2.7410622086361E-10;7.7650296956;
2.74064209957099E-10;7.7767530434;
2.7509493836751E-10;7.7668121083;
2.74082453274783E-10;7.7841379998;
2.75238248732934E-10;7.7666925294;
2.73315984349817E-10;7.7863196238;
2.75382735299251E-10;7.7772780723;
2.73643172939345E-10;7.733327074;
2.74253705291553E-10;7.7652571946;
2.74129911856302E-10;7.7808395005;
2.74122946313418E-10;7.7820905594;
2.70991937853517E-10;7.7681222737;
2.75084624005256E-10;7.781071819;
2.74035015100509E-10;7.773430967;
2.73005998770692E-10;7.7673270221;
2.74561741140432E-10;7.7757468984;
2.7700676219407E-10;7.7830632787;
2.74722999491491E-10;7.855889106;
2.74098974584254E-10;7.7640310305;
2.74141446357738E-10;7.7859609468;
2.74147240819411E-10;7.7882805499;
2.7542240742829E-10;7.7725794751;
2.73330173981619E-10;7.7880571975;
2.74241154406035E-10;7.7685660581;
2.7370248112123E-10;7.7830791441;
2.74918744955887E-10;7.7803542019;
2.71656753751995E-10;7.7811988581;
2.73956360315761E-10;7.8714896114;
2.74034996460477E-10;7.764476031;
2.74133709906521E-10;7.7875671335;
2.74150837263743E-10;7.7779281815;
2.74521135125272E-10;7.7866944788;
2.72907868660554E-10;7.7784608495;
2.74160630586184E-10;7.7865461542;
2.74984895818784E-10;7.7791727751;
2.74046883373732E-10;7.7812920492;
2.7058982652786E-10;7.7762935527;
2.73708251693483E-10;7.8490904818;
2.74131578926624E-10;7.7843422357;
2.74137153084429E-10;7.7788093996;
2.74152635485909E-10;7.7727519973;
2.7391260682983E-10;7.7877052962;
2.7414973908838E-10;7.7730894948;
2.74119586083081E-10;7.793390853;
2.73764398442642E-10;7.7750740028;
2.73782955070427E-10;7.7815849349;
2.72832729947634E-10;7.7754953234;
2.74561560921083E-10;7.7687992365;
2.74220687039199E-10;7.7789912246;
2.74151645497005E-10;7.7731316405;
2.74150110283567E-10;7.7758561002;
2.74100309866784E-10;7.7772863053;
2.74772413397276E-10;7.7806173132;
2.74169519005042E-10;7.7590033381;
2.7348177385232E-10;7.7747465652;
2.74533776631723E-10;7.7678853717;
2.74466527852754E-10;7.7752721568;
2.74980295802095E-10;7.7439243633;
2.74193587884109E-10;7.7740166484;
2.7415649516186E-10;7.7733608966;
2.74148847682397E-10;7.7774081516;
2.74230785383163E-10;7.7702950369;
2.7482020195733E-10;7.7729830717;
2.74210688805508E-10;7.7743430752;
2.75064828432686E-10;7.7736774325;
2.74747740788338E-10;7.7630977486;
2.74787663425466E-10;7.7747853508;
2.74599663583179E-10;7.8004964296;
2.74180038306564E-10;7.7715293602;
2.74172745139897E-10;7.7747230445;
2.74164483596837E-10;7.7697688846;
2.74285627028548E-10;7.7670530643;
2.74566303857523E-10;7.7695232915;
2.97876132917255E-10;8.1717853126;
2.58221391123453E-10;8.5056104661;
2.73958995115518E-10;7.5527416901;
3.42725154688282E-10;7.6647868302;
2.70196008595827E-10;8.2512784375;
2.99762771748818E-10;7.3908339909;
3.52127243224848E-10;8.2163165935;
2.50948016101833E-10;8.520826418;
2.70363362116528E-10;8.5548357713;
4.00795479598792E-10;8.1196226086;
3.05741313493E-10;7.7782803043;
3.69437957497E-10;8.0177530605;
2.67989190657E-10;7.7851428133;
2.80416021587E-10;7.8155563154;
2.27190531941E-10;7.9489104089;
1.21680186534E-10;7.3487324993;
2.78381285582E-10;7.626080007;
3.40863835867E-10;7.7676566046;
3.76407655242E-10;7.6943803617;
3.10319419103E-10;7.8189628947;
2.91781409971E-10;7.7766158071;
2.29771980138E-10;7.5736987357;
2.93806394662E-10;7.7343242614;
3.172997874E-10;7.192707376;
3.11504099705E-10;7.5301970495;
1.58557903019E-10;7.8194424167;
3.1627843629E-10;7.9707431726;
3.05347078123E-10;8.0101816882;
3.76065050499E-10;7.8111969503;
3.58644435684E-10;7.6462851401;
2.78051834027E-10;7.7747548295;
2.03147285755E-10;7.4241057461;
3.05144779468E-10;7.7354757616;
3.3564030423E-10;7.3596997572;
3.47492279865E-10;7.5363629896;
1.84087217481E-10;8.0190634895;
3.14465556732E-10;8.1128205209;
2.81832788332E-10;7.9210754001;
3.22765812376E-10;7.8436729157;
3.73307227001E-10;7.6788668529;
2.69842017484E-10;7.7732961773;
2.28246602991E-10;7.5965926955;
2.9276137239E-10;7.7627028727;
3.0291768244E-10;7.4596253817;
3.53539793978E-10;7.7715633912;
2.47892259309E-10;8.0207849677;
3.11707512983E-10;8.058344002;
2.63389070493E-10;7.87620219;
2.86820087439E-10;7.8022273203;
3.01767272652E-10;7.7305210059;
2.65737109213E-10;7.7725668513;
2.70827538837E-10;7.7102428607;
2.82725747938E-10;7.7788015134;
2.66532996365E-10;7.6001218119;
3.28853601581E-10;7.8903811543;
3.00997733732E-10;7.9746389913;
2.8069846572E-10;7.7751431519;
2.54815080371E-10;7.8473978002;
2.62484021487E-10;7.7590835712;
2.59210996103E-10;7.7863411317;
2.64395775518E-10;7.7728277869;
2.91596172747E-10;7.7749278899;
2.66382198388E-10;7.7825615762;
2.50450532398E-10;7.7119400178;
2.65297656657E-10;7.93121185;
3.09456065521E-10;7.7944521354;
2.63773194721E-10;7.6318098241;
2.64856711326E-10;7.7955303258;
2.50738680192E-10;7.7444786512;
2.48264862202E-10;7.8101097541;
2.66192743257E-10;7.773411625;
2.89544392614E-10;7.8062335879;
2.60187962959E-10;7.7764116079;
2.58144809388E-10;7.768256226;
2.34351365478E-10;7.9436427935;
2.97037100263E-10;7.6967465272;
2.6070650011E-10;7.6992601008;
2.70384691604E-10;7.7628233418;
2.62840346112E-10;7.7499874614;
2.51120897512E-10;7.8157136555;
2.67182500207E-10;7.7735916369;
2.85929932549E-10;7.7926282291;
2.62013507012E-10;7.772932366;
2.73481944932E-10;7.8006532531;
2.24255589009E-10;7.9355779409;
2.78537845701E-10;7.7091799985;
2.62557939445E-10;7.7460465329;
2.72702168049E-10;7.749028617;
2.74148991423E-10;7.7731927964;
2.66986161538E-10;7.8043254675;
2.6881713577E-10;7.7736514886;
2.70794603766E-10;7.77437322;
2.68019674346E-10;7.7711954184;
2.77590514764E-10;7.8074430097;
2.413956804E-10;7.8228639875;
2.63393123821E-10;7.7514844435;
2.66133287761E-10;7.7738588094;
2.72958019064E-10;7.7546505132;
2.78134584466E-10;7.784878341;
2.76741643477E-10;7.7968121498;
2.69634453551E-10;7.7736814144;
2.62590850635E-10;7.7652256794;
2.71378984577E-10;7.7727122313;
2.79508059573E-10;7.7920639973;
2.72104864556E-10;7.728052126;
2.59298172358E-10;7.7733645212;
2.6853217192E-10;7.7876153376;
2.71949507696E-10;7.7584506925;
2.72107081086E-10;7.7866956398;
2.74084613437E-10;7.7883444055;
2.69603726014E-10;7.7833406785;
2.63511273011E-10;7.7796395909;
2.70545940391E-10;7.7750704102;
2.78647127487E-10;7.7808849764;
2.8569055105E-10;7.7292865207;
2.58074954677E-10;7.7874514727;
2.69731614E-10;7.7944936017;
2.70821402167E-10;7.7845000358;
2.66340018133E-10;7.7884580246;
2.69441588025E-10;7.7841047722;
2.69394362365E-10;7.790798486;
2.68416410182E-10;7.7908899656;
2.69638441101E-10;7.7832573503;
2.77854932906E-10;7.7800099481;
2.82854068304E-10;7.7336841721;
2.65275654302E-10;7.7945420568;
2.69144318661E-10;7.7975017496;
2.69967527817E-10;7.799202825;
2.65263175327E-10;7.7887142588;
2.6674031872E-10;7.7832657937;
2.68475899917E-10;7.7945632897;
2.70868978767E-10;7.796515153;
2.68409338627E-10;7.7915182955;
2.69831600536E-10;7.7869281205;
2.76599039958E-10;7.748807812;
2.70742911999E-10;7.7969657059;
2.6871947682E-10;7.7984912999;
2.68638690114E-10;7.7996770921;
2.66134250958E-10;7.7890828209;
2.66179977438E-10;7.7860403902;
2.68001118508E-10;7.7956137728;
2.71487869968E-10;7.7978915777;
2.6779478739E-10;7.7956487681;
2.65215064896E-10;7.7921944833;
2.67287457297E-10;7.7941961375;
2.72646397573E-10;7.7974892016;
2.68383975527E-10;7.7962754753;
2.67801981329E-10;7.7978505459;
2.68446482311E-10;7.7899267799;
2.67194464032E-10;7.792758082;
2.68002192897E-10;7.7965289839;
2.7056714695E-10;7.7979904066;
2.67673748779E-10;7.7977613151;
2.6331707119E-10;7.7958572665;
2.6322538839E-10;7.8181813664;
2.7120950852E-10;7.7975915572;
2.6821622488E-10;7.795167563;
2.67645423095E-10;7.7964786418;
2.69569478343E-10;7.7935757078;
2.68790830057E-10;7.7987706895;
2.6814693443E-10;7.7962025989;
2.67996886037E-10;7.796207511;
2.67819308074E-10;7.7968458463;
2.63807840081E-10;7.7973145173;
2.64356927289E-10;7.8116068918;
2.6844156953E-10;7.7954434232;
2.68132349557E-10;7.7946136069;
2.68052377974E-10;7.7955374071;
2.70003716676E-10;7.795538238;
2.69544123431E-10;7.798828384;
2.68267358471E-10;7.7953519892;
2.66849879862E-10;7.7947947634;
2.6811954908E-10;7.7962834477;
2.66572562689E-10;7.7972990817;
2.67578222176E-10;7.801483296;
2.66986393118E-10;7.7943503204;
2.68090630888E-10;7.7943568276;
2.68259100842E-10;7.7947208719;
2.6859127843E-10;7.79627539;
2.69456798571E-10;7.7962758555;
2.68298987675E-10;7.7948905636;
2.66356037024E-10;7.7942177527;
2.68291533952E-10;7.7958787517;
2.69548404345E-10;7.7968822499;
2.69363239992E-10;7.7963744845;
2.67020010618E-10;7.7945875417;
2.68175517013E-10;7.7947750503;
2.68325593228E-10;7.7945191388;
2.67816198117E-10;7.7955923006;
2.68490140653E-10;7.7944528663;
2.68307394546E-10;7.7948732864;
2.66419806019E-10;7.7943331411;
2.68344103828E-10;7.795225184;
2.70175890448E-10;7.7953487933;
2.70084205128E-10;7.7936950285;
2.67296630326E-10;7.7950491931;
2.68236802516E-10;7.7952016376;
2.68266500026E-10;7.7946652766;
2.67790430712E-10;7.7950559274;
2.67975273507E-10;7.7935813734;
2.68292709898E-10;7.7950313824;
2.68118382921E-10;7.7949568885;
2.68273549408E-10;7.7948931799;
2.69318889381E-10;7.7944548775;
2.68762195609E-10;7.7928805887;
2.67551010658E-10;7.7952988206;
2.68250877326E-10;7.7954093398;
2.68199283615E-10;7.7949649561;
2.67959491712E-10;7.7948128702;
2.67927324924E-10;7.7940517586;
2.68211192283E-10;7.7951643022;
2.69060334168E-10;7.7953651839;
2.68220287856E-10;7.7949097625;
2.68263190971E-10;7.7946872029;
2.67697681849E-10;7.7941409674;
2.68269353218E-10;7.795306485;
2.68257467234E-10;7.7952903227;
2.68181540898E-10;7.7953023958;
2.6826458922E-10;7.7947587306;
2.67964366407E-10;7.7947860115;
2.6817130024E-10;7.7952322901;
2.68927396879E-10;7.7955114945;
2.68189632286E-10;7.7949706043;
2.67689038427E-10;7.7952046472;
2.67672024934E-10;7.7950471486;
2.68576648937E-10;7.795208145;
2.68258177649E-10;7.795182321;
2.68194478995E-10;7.7954520894;
2.68400186543E-10;7.7951373612;
2.6807119672E-10;7.7951883839;
2.68176912284E-10;7.795227725;
2.68197541341E-10;7.7954362035;
2.68180013785E-10;7.7950692245;
2.67493643234E-10;7.7954571515;
2.67939361402E-10;7.7955692071;
2.68541396323E-10;7.7951207356;
2.68253878887E-10;7.7951279837;
2.68205582165E-10;7.795347388;
2.68429937651E-10;7.7953372806;
2.6813704023E-10;7.7953788945;
2.68214091262E-10;7.7952006096;
2.67848296004E-10;7.7952152768;
2.68209625213E-10;7.7951768667;
2.67928372989E-10;7.7954220406;
2.68120874207E-10;7.7957015881;
2.68400326315E-10;7.7951023442;
2.68221422436E-10;7.7951299727;
2.68218630982E-10;7.7952600386;
2.68361465033E-10;7.7953395512;
2.68230335129E-10;7.7953289723;
2.68232680751E-10;7.7951870519;
2.67926751344E-10;7.7950992053;
2.68225789834E-10;7.795246044;
2.68273897512E-10;7.7953411438;
2.6826781772E-10;7.7954013831;
2.68223823726E-10;7.7951540721;
2.68198465738E-10;7.795139844;
2.68222835614E-10;7.7951604161;
2.68238420832E-10;7.7952380971;
2.68264634452E-10;7.7951848696;
2.68240835699E-10;7.795185802;
2.68109539407E-10;7.7950861014;
2.68223068326E-10;7.795280476;
2.68438484439E-10;7.7952354999;
2.68299302544E-10;7.7951830118;
2.68130270242E-10;7.7952222065;
2.68198636333E-10;7.795187976;
2.68219201091E-10;7.7951114684;
2.68164180189E-10;7.7951694012;
2.68247203751E-10;7.7951256604;
2.68241006338E-10;7.7951950817;
2.68226690264E-10;7.7951127105;
2.68218223494E-10;7.7952287228;
2.68473041396E-10;7.7951824097;
2.6825543754E-10;7.7950771451;
2.68130414312E-10;7.7952546574;
2.68207089385E-10;7.7952225299;
2.68215026736E-10;7.7951290628;
2.68150259792E-10;7.7951532374;
2.68212790125E-10;7.7951182565;
2.68235188971E-10;7.7952049895;
2.68280934452E-10;7.7951605748;
2.68213940869E-10;7.7952012313;
2.68447971609E-10;7.7951694535;
2.68231877939E-10;7.7950277956;
2.68166842867E-10;7.7952207927;
2.68213074955E-10;7.7952190731;
2.68212914155E-10;7.7951906972;
2.68193961754E-10;7.7951529947;
2.68196411756E-10;7.7951328802;
2.68215646857E-10;7.7952067866;
2.68297386177E-10;7.7952033918;
2.68211837939E-10;7.7951870886;
2.68405394043E-10;7.7951853912;
2.68213030975E-10;7.7950173179;
2.68221811865E-10;7.7951912989;
2.68216773181E-10;7.7952022286;
2.68212782993E-10;7.7952286889;
2.68225596334E-10;7.7951668066;
2.68205181623E-10;7.7951591531;
2.68206989415E-10;7.7952055326;
2.68241716323E-10;7.7952245301;
2.68214759549E-10;7.7951946545;
2.68338351004E-10;7.7952058706;
2.68207138819E-10;7.7950345471;
2.68247356877E-10;7.7951789736;
2.68218622294E-10;7.7951938064;
2.68215046728E-10;7.7952410099;
2.68232815584E-10;7.7951884112;
2.68220940833E-10;7.7951799534;
2.68207097158E-10;7.795202311;
2.68211198437E-10;7.7952171429;
2.68217114413E-10;7.7951994147;
2.68251640652E-10;7.795213201;
2.6820771746E-10;7.7951249398;
2.68233831993E-10;7.7951767025;
2.68219149188E-10;7.7951929042;
2.68217570161E-10;7.7952102941;
2.68229285959E-10;7.7952001944;
2.68226946565E-10;7.7951943475;
2.68216728937E-10;7.7951978192;
2.68199594856E-10;7.795202522;
2.68218291844E-10;7.7952017949;
2.68182111715E-10;7.7952046027;
2.68209680504E-10;7.7952020664;
2.68225847865E-10;7.7951944366;
2.68219262783E-10;7.7951959946;
2.68218428778E-10;7.7951929496;
2.68223139166E-10;7.7952053264;
2.68222915E-10;7.7952049475;
2.68221674667E-10;7.7951968284;
2.68207408003E-10;7.7951944386;
2.6821823188E-10;7.7952014444;
2.68175613994E-10;7.7951971122;
2.68216515875E-10;7.7952384828;
2.68214764931E-10;7.7952037765;
2.68218105497E-10;7.7951988137;
2.68218093554E-10;7.7951858729;
2.68219723408E-10;7.7952041362;
2.68220638081E-10;7.7952066091;
2.68223166525E-10;7.795198001;
2.6821434735E-10;7.7951925581;
2.68217098366E-10;7.7951998066;
2.68209730801E-10;7.795193789;
2.68220520763E-10;7.7952362462;
2.68210209997E-10;7.7952055367;
2.68216702682E-10;7.7952006574;
2.68217126629E-10;7.7951826537;
2.68216875879E-10;7.7951998888;
2.68218452882E-10;7.7952028964;
2.68223092699E-10;7.7951986575;
2.68217867929E-10;7.7951982067;
2.6821654458E-10;7.795198866;
2.6823276984E-10;7.7951944901;
2.68220472729E-10;7.7952031056;
2.68214084216E-10;7.7952033489;
2.68216029844E-10;7.7952009999;
2.68216640568E-10;7.7951866941;
2.68215619177E-10;7.7951975376;
2.68217107393E-10;7.7951979183;
2.68219272297E-10;7.7951991074;
2.68218942102E-10;7.7952016133;
2.68216353671E-10;7.7951989031;
2.68235868726E-10;7.7951950025;
2.68219891569E-10;7.7951834761;
2.68216689929E-10;7.795201443;
2.68215873035E-10;7.7952002966;
2.68216447101E-10;7.7951993097;
2.68215096049E-10;7.7951965762;
2.68216441167E-10;7.79519563;
2.68217159945E-10;7.7951994636;
2.68218430065E-10;7.7952018152;
2.6821653377E-10;7.7951994207;
2.68225034574E-10;7.7951987291;
2.68217446198E-10;7.7951784637;
2.68218096184E-10;7.7952002216;
2.6821584909E-10;7.7951990996;
2.68216431577E-10;7.7952056531;
2.68214932503E-10;7.7951986998;
2.68216316894E-10;7.7951951921;
2.68216155213E-10;7.7951922838;
2.68217712029E-10;7.7952004139;
2.68217225853E-10;7.7951881828;
2.68218222081E-10;7.7951979385;
2.68216223512E-10;7.7951759574;
2.68218587105E-10;7.7951850306;
2.68216603588E-10;7.7951848145;
2.68216597942E-10;7.7952045991;
2.68216773302E-10;7.79518823;
2.68216277503E-10;7.795188454;
2.68216496395E-10;7.7951808789;
2.68217226245E-10;7.7951982541;
2.68217779523E-10;7.7951816719;
2.68214463665E-10;7.7951856871;
2.68216502008E-10;7.7951757661;
2.68218432339E-10;7.7951771357;
2.68217650205E-10;7.7951769858;
2.68216860557E-10;7.7951969991;
2.6821776781E-10;7.7951817252;
2.68216819246E-10;7.7951764757;
2.68217540159E-10;7.7951732252;
2.68217142906E-10;7.795179972;
2.68217947233E-10;7.7951755028;
2.68213690207E-10;7.7951754668;
2.68217417048E-10;7.795176167;
2.68217719485E-10;7.7951744805;
2.68218046225E-10;7.7951741338;
2.6821716091E-10;7.7951793062;
2.6821808873E-10;7.795178439;
2.68217108623E-10;7.7951724665;
2.68217990683E-10;7.7951701294;
2.68217340494E-10;7.7951706039;
2.68217532871E-10;7.7951741665;
2.68213807422E-10;7.7951719601;
2.68217875779E-10;7.7951777971;
2.68217101064E-10;7.7951738293;
2.68218143495E-10;7.7951735963;
2.68217529091E-10;7.7951701092;
2.68217609143E-10;7.7951768109;
2.6821740536E-10;7.7951706609;
2.68218201824E-10;7.7951721425;
2.68217542952E-10;7.7951679901;
2.68217325691E-10;7.7951734983;
2.68214309551E-10;7.7951711829;
2.68218011176E-10;7.7951778925;
2.68216829466E-10;7.7951738043;
2.68217743067E-10;7.7951736644;
2.68217713272E-10;7.7951657189;
2.6821735128E-10;7.7951758231;
2.68217589098E-10;7.7951705291;
2.68218093838E-10;7.7951739411;
2.68217635516E-10;7.7951705311;
2.68217314771E-10;7.795173621;
2.68216042915E-10;7.7951736898;
2.68217943761E-10;7.7951750271;
2.68216946709E-10;7.7951739039;
2.68217396163E-10;7.7951740225;
2.68217769693E-10;7.7951701681;
2.68217386454E-10;7.7951746524;
2.68217629036E-10;7.7951727041;
2.68217606665E-10;7.7951749367;
2.68217652981E-10;7.7951727834;
2.68217449261E-10;7.7951739591;
2.68217184487E-10;7.7951753359;
2.68217733313E-10;7.7951729835;
2.68217285888E-10;7.7951742153;
2.68217249255E-10;7.7951743087;
2.6821777539E-10;7.7951753007;
2.68217463146E-10;7.7951740192;
2.68217632568E-10;7.7951738674;
2.68217317572E-10;7.7951752974;
2.6821761966E-10;7.7951741951;
2.68217558022E-10;7.7951742456;
2.6821790138E-10;7.795175597;
2.68217544825E-10;7.7951728956;
2.68217560042E-10;7.7951743675;
2.68217291522E-10;7.7951744462;
2.68217557955E-10;7.7951775351;
2.68217526044E-10;7.7951738186;
2.68217619182E-10;7.795174508;
2.68217378393E-10;7.7951750588;
2.68217586749E-10;7.7951748788;
2.68217607154E-10;7.7951743126;
2.68218146465E-10;7.7951755072;
2.68217439293E-10;7.7951735356;
2.6821768354E-10;7.7951743581;
2.68217466845E-10;7.7951744793;
2.68217424665E-10;7.7951768146;
2.68217559023E-10;7.7951739335;
2.68217547698E-10;7.7951747386;
2.68217528343E-10;7.7951742634;
2.68217553255E-10;7.7951745767;
2.68217592634E-10;7.7951742388;
2.68217793275E-10;7.7951751683;
2.68217468145E-10;7.7951739177;
2.68217645927E-10;7.7951743155;
2.68217599384E-10;7.7951742766;
2.68217399809E-10;7.7951749149;
2.68217553151E-10;7.7951741221;
2.68217502224E-10;7.7951745788;
2.68217605914E-10;7.7951738549;
2.68217536478E-10;7.7951741528;
2.68217573675E-10;7.7951741905;
2.68217558148E-10;7.7951747569;
2.6821751425E-10;7.7951741782;
2.68217546255E-10;7.7951741895;
2.68217626222E-10;7.7951740944;
2.68217476148E-10;7.7951733795;
2.6821754163E-10;7.7951742248;
2.68217499782E-10;7.7951740914;
2.68217619789E-10;7.7951737577;
2.68217528068E-10;7.7951739531;
2.68217561637E-10;7.7951741566;
2.68217434418E-10;7.7951741422;
2.68217552148E-10;7.7951743025;
2.68217495066E-10;7.795174123;
2.68217572445E-10;7.7951740118;
2.68217517631E-10;7.7951732774;
2.68217531713E-10;7.7951742306;
2.68217502225E-10;7.7951738661;
2.68217596475E-10;7.7951739192;
2.68217524802E-10;7.7951739673;
2.68217529778E-10;7.7951741432;
2.68217385315E-10;7.7951738509;
2.68217565484E-10;7.7951743293;
2.68217497923E-10;7.7951741159;
2.68217520102E-10;7.7951740621;
2.68217546547E-10;7.7951735993;
2.68217527466E-10;7.7951741839;
2.68217529042E-10;7.7951739902;
2.68217550677E-10;7.7951741238;
2.68217526692E-10;7.7951740424;
2.68217514977E-10;7.7951741555;
2.68217420783E-10;7.795173886;
2.68217542997E-10;7.7951743386;
2.68217512457E-10;7.7951741289;
2.68217504176E-10;7.7951741339;
2.6821755937E-10;7.7951741895;
2.68217528391E-10;7.7951741454;
2.68217543066E-10;7.7951742209;
2.68217511863E-10;7.7951742544;
2.68217528119E-10;7.795174125;
2.68217516879E-10;7.795174164;
2.68217473128E-10;7.7951741714;
2.68217528969E-10;7.7951743215;
2.68217531813E-10;7.7951741626;
2.68217498974E-10;7.7951741849;
2.68217550409E-10;7.7951744692;
2.68217530481E-10;7.7951741452;
2.68217539981E-10;7.7951742907;
2.68217499941E-10;7.795174274;
2.68217529866E-10;7.795174199;
2.68217525598E-10;7.7951741701;
2.68217507175E-10;7.7951743139;
2.68217524584E-10;7.7951742111;
2.6821754239E-10;7.7951741813;
