Defined Configuration:----------------------
Number of components: 1 
Equation of State:    CPA+RG 
Mixing Rule:          VdW1f 
Components:           CO2 
Feed Composition:     [0.3, 0.7] 
Association Rule:     2B 
Combining Rule:       CR-1 
============================================
P(MPa);rho(mol/m3);Cv_res;Cp_res;alfa;uJT;w;lnkT;inv_kT;kT;d2AdT2;dAdT;dPdrho;dPdT;Cv;Cp
3.7e-08;1e-06;-0.000345348;237.685704799;26.642988235;8.92e-06;1271.0829609;20.403923583;1e-09;726626815.943;1.419e-06;0.0020212;0.001376222;3.7e-08;3.9169e-05;0.002023715
0.101192849;73.529411765;0.003753635;0.266663935;0.758222019;25.357808772;232.697054892;1.979010502;0.138205924;7.235579848;-1.5428e-05;0.002045929;0.001879601;0.104790775;3.9203e-05;4.9703e-05
0.276411883;147.058823529;0.007499785;0.445517297;0.910469983;70.429074217;253.742177575;1.141386714;0.319375832;3.131107305;-3.0825e-05;0.002068887;0.002171756;0.290782108;3.9234e-05;5.119e-05
0.42056868;220.588235294;0.011238479;0.54613225;1.070910515;109.755603705;240.237686801;0.860719498;0.422857728;2.364861595;-4.6191e-05;0.002091816;0.001916955;0.452842787;3.9265e-05;5.2027e-05
0.558317035;294.117647059;0.014969749;0.593673165;1.136424131;149.23240215;236.276310292;0.613070221;0.54168522;1.846090613;-6.1527e-05;0.002114715;0.00184173;0.615584155;3.9296e-05;5.2422e-05
0.69141129;367.647058824;0.018693622;0.634399716;1.191683317;189.296781101;233.069579078;0.422907561;0.655139191;1.526393191;-7.6832e-05;0.002137585;0.001781979;0.780718444;3.9327e-05;5.2761e-05
0.820372711;441.176470588;0.022410129;0.673789365;1.244963437;230.066569792;230.08763022;0.271742319;0.762050601;1.312248817;-9.2108e-05;0.002160426;0.001727315;0.948725136;3.9358e-05;5.3088e-05
0.945428157;514.705882353;0.026119298;0.71362857;1.29882906;271.587145183;227.196053342;0.14832229;0.862153207;1.159886656;-0.000107353;0.002183238;0.001675041;1.119789639;3.9389e-05;5.3419e-05
1.066702199;588.235294118;0.029821158;0.754729095;1.354415614;313.8788665;224.345852539;0.045635439;0.955390196;1.046692758;-0.000122567;0.002206022;0.001624163;1.2939954;3.9419e-05;5.3761e-05
1.184275707;661.764705882;0.033515739;0.797566308;1.412377771;356.951467588;221.515161335;-0.040927779;1.041776865;0.959898452;-0.000137753;0.002228778;0.001574241;1.471382486;3.945e-05;5.4117e-05
1.298208169;735.294117647;0.037203068;0.842484534;1.473185431;400.809526821;218.692778439;-0.114541442;1.121359112;0.891774981;-0.000152908;0.002251505;0.001525048;1.651969906;3.9481e-05;5.4491e-05
1.408547529;808.823529412;0.040883174;0.889777539;1.53723757;445.454876108;215.872322141;-0.177474506;1.194197613;0.837382347;-0.000168033;0.002274204;0.001476463;1.835765436;3.9511e-05;5.4884e-05
1.515335007;882.352941176;0.044556085;0.939725477;1.604913805;490.887780233;213.049814213;-0.231398029;1.2603608;0.793423597;-0.000183129;0.002296876;0.001428409;2.022770448;3.9542e-05;5.5299e-05
