Defined Configuration:----------------------
Number of components: 1 
Equation of State:    CPA+RG 
Mixing Rule:          VdW1f 
Components:           CO2 
Feed Composition:     [0.3, 0.7] 
Association Rule:     2B 
Combining Rule:       CR-1 
============================================
P(MPa);rho(mol/m3);Cv_res;Cp_res;alfa;uJT;w;lnkT;inv_kT;kT;d2AdT2;dAdT;dPdrho;dPdT;Cv;Cp
5e-08;1e-06;-0.000556815;445.15233138;26.396222844;1.6862e-05;2017.83629911;20.076300039;2e-09;523632174.545;1.664e-06;0.002779724;0.001909738;5e-08;3.996e-05;0.003749481
0.140421923;73.529411765;0.006052099;0.493395721;0.74576527;47.85749912;279.120510707;1.647176993;0.192592833;5.192301213;-1.8091e-05;0.002806908;0.002619263;0.143629046;4.0015e-05;5.2381e-05
0.385185714;147.058823529;0.012092131;0.813999315;0.885697801;132.697102712;308.858047702;0.799936224;0.449357621;2.225398998;-3.6145e-05;0.002832243;0.003055632;0.397995057;4.0065e-05;5.5047e-05
0.589779545;220.588235294;0.018120142;0.978241899;1.023489185;206.326573004;295.877592191;0.503597937;0.604352322;1.65466395;-5.4164e-05;0.002857549;0.002739731;0.618548065;4.0115e-05;5.6412e-05
0.788087261;294.117647059;0.024136181;1.043838327;1.068343991;279.940978026;293.343487825;0.241494559;0.785453078;1.273150527;-7.2147e-05;0.002882828;0.00267054;0.839134076;4.0165e-05;5.6958e-05
0.982506084;367.647058824;0.030140296;1.094842339;1.101632161;354.358265729;291.587808373;0.03653276;0.964126509;1.037208282;-9.0094e-05;0.002908079;0.002622424;1.062112769;4.0215e-05;5.7382e-05
1.173737865;441.176470588;0.036132532;1.141112205;1.131224141;429.802428665;290.069806469;-0.129905759;1.138721064;0.878178188;-0.000108006;0.002933302;0.002581101;1.288148757;4.0265e-05;5.7766e-05
1.362079771;514.705882353;0.042112939;1.185700076;1.159436855;506.360930309;288.65740281;-0.269131314;1.308826997;0.76404292;-0.000125882;0.002958498;0.002542864;1.517502256;4.0314e-05;5.8137e-05
1.547688435;588.235294118;0.048081561;1.229843125;1.187184388;584.074028592;287.303785451;-0.388198897;1.474322993;0.678277423;-0.000143723;0.002983667;0.002506349;1.750293241;4.0364e-05;5.8504e-05
1.73066052;661.764705882;0.054038445;1.274133945;1.214895665;662.961915803;285.988643403;-0.491757375;1.635187334;0.611550725;-0.000161529;0.003008809;0.00247095;1.986582003;4.0414e-05;5.8872e-05
