 Defined Configuration:----------------------
Number of components: 2 
Equation of State:    CPA+RG 
Mixing Rule:          VdW1f 
Components:           CO2, n-Butane 
Feed Composition:     [0.3, 0.7] 
Association Rule:     2B, 2B 
Combining Rule:       CR-1 
============================================
P(MPa);x1;y1

0.07125313;0.001;0.026794249
0.078803323;0.005;0.121383134
0.088258854;0.01;0.217125606
0.097728889;0.015;0.294517214
0.107216469;0.02;0.358384129
0.116722138;0.025;0.411983908
0.126246384;0.03;0.457605855
0.135789633;0.035;0.496905947
0.145352245;0.04;0.531111722
0.154934512;0.045;0.561152454
0.164536653;0.05;0.587744588
0.174158808;0.055;0.611449386
0.183801035;0.06;0.632712804
0.19346331;0.065;0.651893671
0.203145519;0.07;0.669283983
0.212847455;0.075;0.685123786
0.222568815;0.08;0.699612241
0.232309197;0.085;0.712915979
0.242068097;0.09;0.725175489
0.251844907;0.095;0.736510052
0.261638909;0.1;0.747021604
0.271449275;0.105;0.756797779
0.281275102;0.11;0.765914305
0.291115947;0.115;0.774436557
0.300971797;0.12;0.782421259
0.310842674;0.125;0.789918108
0.320728626;0.13;0.796970835
0.330629729;0.135;0.803618072
0.34054609;0.14;0.809894076
0.35047784;0.145;0.815829329
0.36042514;0.15;0.821451044
0.370388183;0.155;0.826783594
0.380367193;0.16;0.831848868
0.390362428;0.165;0.836666582
0.400374177;0.17;0.841254542
0.410402763;0.175;0.84562887
0.420448547;0.18;0.849804196
0.430511927;0.185;0.853793828
0.440593338;0.19;0.857609897
0.450693253;0.195;0.861263485
0.46081219;0.2;0.864764735
0.470950698;0.205;0.868122952
0.481109118;0.21;0.871346765
0.491287543;0.215;0.874444206
0.501486042;0.22;0.877422684
0.511704683;0.225;0.880289048
0.521943518;0.23;0.883049633
0.532202589;0.235;0.885710313
0.542481931;0.24;0.888276537
0.552781568;0.245;0.890753372
0.563101514;0.25;0.893145529
0.573441767;0.255;0.895457404
0.583802316;0.26;0.897693092
0.594183141;0.265;0.899856422
0.604584206;0.27;0.901950974
0.615005463;0.275;0.903980098
0.625446848;0.28;0.905946937
0.63590829;0.285;0.907854435
0.646389698;0.29;0.909705361
0.656890972;0.295;0.911502316
0.667412114;0.3;0.913247725
0.677953239;0.305;0.914943853
0.688514467;0.31;0.916592835
0.699095922;0.315;0.918196682
0.709697733;0.32;0.919757294
0.720320039;0.325;0.921276466
0.730962977;0.33;0.922755894
0.74162669;0.335;0.924197184
0.752311331;0.34;0.925601856
0.763017057;0.345;0.926971351
0.773744027;0.35;0.928307035
0.784492406;0.355;0.929610206
0.795262372;0.36;0.930882094
0.806054102;0.365;0.932123869
0.81686778;0.37;0.933336645
0.8277036;0.375;0.93452148
0.838561758;0.38;0.935679381
0.849442403;0.385;0.936811317
0.860345642;0.39;0.937918212
0.87127159;0.395;0.939000949
0.882220356;0.4;0.94006037
0.893192927;0.405;0.94109717
0.904187692;0.41;0.942112339
0.915205602;0.415;0.943106502
0.926246764;0.42;0.944080365
0.937311284;0.425;0.945034599
0.948399273;0.43;0.945969849
0.959510835;0.435;0.946886731
0.970646077;0.44;0.947785838
0.981805108;0.445;0.948667733
0.992988032;0.45;0.949532963
1.004194951;0.455;0.950382047
1.015425974;0.46;0.951215489
1.026681225;0.465;0.95203377
1.037960841;0.47;0.952837352
1.049264968;0.475;0.953626681
1.060593749;0.48;0.954402181
1.071947329;0.485;0.955164265
1.08332586;0.49;0.955913324
1.094729503;0.495;0.956649732
1.106158413;0.5;0.957373849
1.117612757;0.505;0.958086022
1.129092698;0.51;0.958786584
1.1405984;0.515;0.95947586
1.152130032;0.52;0.960154161
1.163687757;0.525;0.960821796
1.175271723;0.53;0.961479072
1.186882083;0.535;0.96212629
1.198518985;0.54;0.962763736
1.210182571;0.545;0.963391688
1.221872992;0.55;0.964010412
1.233590398;0.555;0.964620165
1.245334941;0.56;0.965221196
1.257106806;0.565;0.965813722
1.268906207;0.57;0.96639793
1.280733359;0.575;0.966974
