256.3;0.0012965;25764
269.12;0.0031313;25386
281.93;0.0069256;25011
294.75;0.014195;24637
307.56;0.027233;24262
320.38;0.049307;23881
333.19;0.084851;23493
346;0.13962;23093
358.82;0.22082;22677
371.63;0.33719;22241
384.45;0.49903;21780
397.26;0.71826;21288
410.08;1.0084;20757
422.89;1.3849;20179
435.71;1.8645;19542
